Curs acadèmic,Any,Codi Oferta,Nom de l’Oferta,Tipus d’estudi,Sigles Universitat responsable,Via d’accés,Nota de tall,Municipi,Nombre de places
2024-2025,2024,4762,Història de l'Art i Arqueologia,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,30
2024-2025,2024,1553,Empresa i Tecnologia,Grau,UAB,Pau/cfgs/FP,9.600,Sabadell,80
2024-2025,2024,1141,Economia,Grau,URV,Pau/cfgs/FP,7.588,Reus,50
2024-2025,2024,4475,Enginyeria Electrònica de Telecomunicació,Grau,UPC,Pau/cfgs/FP,9.523,Barcelona,50
2024-2025,2024,4860,"Administració i Direcció d'Empreses / Màrqueting ""ESIC"" (simultaneïtat)",Grau,URV,Pau/cfgs/FP,7.658,Barcelona/Tortosa,10
2024-2025,2024,1180,Nutrició Humana i Dietètica,Grau,UdL,Pau/cfgs/FP,7.633,Lleida,45
2024-2025,2024,4499,Ciències de l'Activitat Física i de l'Esport / Educació Primària (simultaneïtat),Grau,UdL,Pau/cfgs/FP,9.404,Lleida,30
2024-2025,2024,4078,Infermeria,Grau,URV,Pau/cfgs/FP,10.754,el Vendrell,40
2024-2025,2024,5044,"Disseny i Desenvolupament de Videojocs i Jocs Aplicats ""ENTI""",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2024-2025,2024,1577,Pilot d'Aviació Comercial i Operacions Aèries,Grau,URV,Pau/cfgs/FP,5.721,Reus,30
2024-2025,2024,4833,Belles Arts,Grau,UB,Pau/cfgs/FP,8.280,Barcelona,300
2024-2025,2024,5199,"Ciències de l'Activitat Física i de l'Esport / Fisioteràpia ""EUSES"" (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,6.686,Salt,10
2024-2025,2024,1383,Nutrició Humana i Dietètica,Grau,UB,Pau/cfgs/FP,10.184,Santa Coloma de Gramenet,60
2024-2025,2024,1460,Nàutica i Transport Marítim,Grau,UPC,Pau/cfgs/FP,7.909,Barcelona,50
2024-2025,2024,843,Humanitats,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,170
2024-2025,2024,2472,Antropologia i Evolució Humana (virtual o semipresencial),Grau,URV,Pau/cfgs/FP,5.000,Tarragona,120
2024-2025,2024,1138,Educació Infantil,Grau,URV,Pau/cfgs/FP,7.206,Tarragona,80
2024-2025,2024,4852,Enginyeria Matemàtica i Física,Grau,URV,Pau/cfgs/FP,11.686,Tarragona,20
2024-2025,2024,4493,Criminologia / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.550,Barcelona,20
2024-2025,2024,4562,Traducció i Interpretació -Alemany / Francès / Llengua de Signes Catalana-,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,70
2024-2025,2024,4125,"Màrqueting ""ESIC""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,95
2024-2025,2024,4208,Enginyeria d'Automoció (Campus Manresa),Grau,UPC,Pau/cfgs/FP,10.260,Barcelona/Manresa,50
2024-2025,2024,1552,Dret,Grau,UAB,Pau/cfgs/FP,9.746,Cerdanyola del Vallès,200
2024-2025,2024,1147,Educació Infantil,Grau,URV,Pau/cfgs/FP,7.553,el Vendrell,40
2024-2025,2024,3242,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,URV,Pau/cfgs/FP,9.666,Reus/Tarragona,25
2024-2025,2024,948,Psicologia,Grau,URV,Pau/cfgs/FP,9.576,Tarragona,125
2024-2025,2024,4037,Enginyeria de Xarxes de Telecomunicació,Grau,UPF,Pau/cfgs/FP,8.244,Barcelona,40
2024-2025,2024,2481,Màrqueting i Comunicació Empresarial,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,40
2024-2025,2024,1561,Publicitat i Relacions Públiques,Grau,UAB,Pau/cfgs/FP,11.129,Cerdanyola del Vallès,80
2024-2025,2024,1074,Estudis Anglesos (docència en Anglès),Grau,UB,Pau/cfgs/FP,6.078,Barcelona,160
2024-2025,2024,4921,Biomedicina,Grau,UVic-UCC,Pau/cfgs/FP,10.726,Vic,50
2024-2025,2024,1380,Filosofia,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,200
2024-2025,2024,3221,Criminologia / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.956,Cerdanyola del Vallès,25
2024-2025,2024,5027,Ciències Ambientals,Grau,UAB,Pau/cfgs/FP,8.686,Cerdanyola del Vallès,60
2024-2025,2024,1080,Teràpia Ocupacional EUIT de Terrassa,Grau,UAB,Pau/cfgs/FP,5.000,Terrassa,80
2024-2025,2024,4989,"Tecnologies Industrials amb Anàlisi Econòmica, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial amb Anàlisi Econòmica) (docència en Anglès)",Grau,UPC,Pau/cfgs/FP,12.250,Barcelona,50
2024-2025,2024,1099,"Infermeria ""Sant Pau""",Grau,UAB,Pau/cfgs/FP,10.248,Barcelona,93
2024-2025,2024,1384,Sociologia,Grau,UB,Pau/cfgs/FP,7.156,Barcelona,130
2024-2025,2024,5200,Fisioteràpia (docència en Anglès) (només per a estudiants sense nacionalitat espanyola ni residència a l'Estat Espanyol),Grau,UdG,Pau/cfgs/FP,7.445,L'Hospitalet de Llobregat,42
2024-2025,2024,5186,Estudis Globals / Global Studies (docència en Anglès) / Turisme (simultaneïtat),Grau,UdG,Pau/cfgs/FP,5.000,Girona,20
2024-2025,2024,4757,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,URV,Pau/cfgs/FP,7.104,Tortosa,10
2024-2025,2024,4930,Estudis d'Anglès i Català,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2024-2025,2024,4663,"Publicitat, Relacions Públiques i Màrqueting ""ESRP""",Grau,UB,Pau/cfgs/FP,8.717,Barcelona,150
2024-2025,2024,4841,"Enginyeria de Disseny Industrial ""ELISAVA""",Grau,UVic-UCC,Pau/cfgs/FP,5.000,Barcelona,90
2024-2025,2024,1582,Ciències Polítiques i de l'Administració / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.452,Barcelona,20
2024-2025,2024,1565,Fisioteràpia,Grau,UAB,Pau/cfgs/FP,10.620,Cerdanyola del Vallès,80
2024-2025,2024,837,Medicina,Grau,UdG,Pau/cfgs/FP,12.553,Girona,92
2024-2025,2024,4984,"Enginyeria en Tecnologies Aeroespacials, Grau en + Màster Universitari en Enginyeria Aeronàutica (PARS: Enginyer/a Aeronàutic/a)",Grau,UPC,Pau/cfgs/FP,12.858,Terrassa,60
2024-2025,2024,4977,Filologia Catalana,Grau,UdG,Pau/cfgs/FP,5.000,Girona,40
2024-2025,2024,4842,"Disseny i Innovació ""ELISAVA""",Grau,UVic-UCC,Pau/cfgs/FP,5.182,Barcelona,175
2024-2025,2024,5167,Fisioteràpia (docència en Anglès) (només per a estudiants espanyols o estrangers amb residència),Grau,UdG,Pau/cfgs/FP,6.516,L'Hospitalet de Llobregat,18
2024-2025,2024,4988,"Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)",Grau,UPC,Pau/cfgs/FP,10.416,Barcelona,400
2024-2025,2024,1362,Administració i Direcció d'Empreses,Grau,UAB,Pau/cfgs/FP,10.138,Cerdanyola del Vallès,160
2024-2025,2024,981,"Comunicació Audiovisual i Multimèdia ""ERAM""",Grau,UdG,Pau/cfgs/FP,5.000,Salt,50
2024-2025,2024,3423,Fisioteràpia (Campus Manresa),Grau,UVic-UCC,Pau/cfgs/FP,7.631,Manresa,160
2024-2025,2024,3120,Seguretat,Grau,UB,Pau/cfgs/FP,9.080,Mollet del Vallès,60
2024-2025,2024,3994,Geografia,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,20
2024-2025,2024,4374,"Geografia, Anàlisi Territorial i Sostenibilitat",Grau,URV,Pau/cfgs/FP,5.000,Vila-Seca,35
2024-2025,2024,1402,Enginyeria Forestal,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,40
2024-2025,2024,1396,Enginyeria Informàtica,Grau,UdL,Pau/cfgs/FP,7.973,Lleida,60
2024-2025,2024,1093,Traducció i Interpretació -Alemany-,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2024-2025,2024,999,Educació Infantil,Grau,UdG,Pau/cfgs/FP,8.320,Girona,80
2024-2025,2024,1196,Física / Matemàtiques (simultaneïtat),Grau,UB,Pau/cfgs/FP,13.192,Barcelona,20
2024-2025,2024,919,Bioquímica,Grau,UB,Pau/cfgs/FP,11.608,Barcelona,60
2024-2025,2024,4004,Nutrició Humana i Dietètica,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,65
2024-2025,2024,1386,Administració i Direcció d'Empreses,Grau,UB,Pau/cfgs/FP,9.636,Barcelona,780
2024-2025,2024,925,"Infermeria ""Escola Superior d'Infermeria del Mar""",Grau,UPF,Pau/cfgs/FP,9.580,Barcelona,85
2024-2025,2024,993,Biologia,Grau,UdG,Pau/cfgs/FP,9.822,Girona,90
2024-2025,2024,4492,Química (docència en Anglès),Grau,URV,Pau/cfgs/FP,7.859,Tarragona,30
2024-2025,2024,1457,Enginyeria Informàtica,Grau,UPC,Pau/cfgs/FP,9.075,Vilanova i la Geltrú,55
2024-2025,2024,2679,Biologia / Biotecnologia (simultaneïtat),Grau,UdG,Pau/cfgs/FP,11.420,Girona,10
2024-2025,2024,1130,Llengües i Literatures Modernes,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,100
2024-2025,2024,4749,Administració i Direcció d'Empreses / Química (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.724,Barcelona,20
2024-2025,2024,5058,"Nutrició Humana i Dietètica ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,60
2024-2025,2024,5144,Enginyeria de Satèl·lits,Grau,UPC,Pau/cfgs/FP,10.830,Castelldefels,40
2024-2025,2024,2654,Publicitat i Relacions Públiques,Grau,UPF,Pau/cfgs/FP,11.848,Barcelona,80
2024-2025,2024,4508,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació),Grau,UdL,Pau/cfgs/FP,6.707,Lleida,110
2024-2025,2024,4365,Ciències de l'Antiguitat,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2024-2025,2024,3115,"Logística i Negocis Marítims ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,6.240,Mataró,45
2024-2025,2024,3465,"Disseny i Producció de Videojocs ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,55
2024-2025,2024,1131,Física,Grau,UB,Pau/cfgs/FP,11.716,Barcelona,162
2024-2025,2024,4871,Medicina,Grau,UPF,Pau/cfgs/FP,12.840,Barcelona,64
2024-2025,2024,2070,"Administració d'Empreses i Gestió de la Innovació / Turisme i Gestió del Lleure ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,40
2024-2025,2024,1361,Economia,Grau,UAB,Pau/cfgs/FP,9.150,Cerdanyola del Vallès,135
2024-2025,2024,1073,Farmàcia,Grau,UB,Pau/cfgs/FP,11.216,Barcelona,340
2024-2025,2024,4500,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclou xarxes i Internet) (febrer) (agrupació),Grau,UPC,Pau/cfgs/FP,6.486,Castelldefels,20
2024-2025,2024,1367,Ciència i Tecnologia dels Aliments,Grau,UAB,Pau/cfgs/FP,9.194,Cerdanyola del Vallès,70
2024-2025,2024,4003,Fisioteràpia / Infermeria (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.797,Lleida,25
2024-2025,2024,4711,Infermeria,Grau,UdG,Pau/cfgs/FP,10.550,Girona,190
2024-2025,2024,4404,Gestió en Turisme i Hoteleria,Grau,URV,Pau/cfgs/FP,5.000,Vila-Seca,75
2024-2025,2024,4066,Administració i Direcció d'Empreses / Turisme (simultaneïtat),Grau,UdL,Pau/cfgs/FP,7.222,Lleida,20
2024-2025,2024,1026,Enginyeria de Sistemes Biològics,Grau,UPC,Pau/cfgs/FP,8.772,Castelldefels,55
2024-2025,2024,1563,Enginyeria Química,Grau,UAB,Pau/cfgs/FP,8.874,Cerdanyola del Vallès,80
2024-2025,2024,4952,"Belles Arts ""BAU""",Grau,UVic-UCC,Pau/cfgs/FP,5.000,Barcelona,80
2024-2025,2024,1096,Prevenció i Seguretat Integral,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,88
2024-2025,2024,1091,Història,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,140
2024-2025,2024,887,Periodisme,Grau,URV,Pau/cfgs/FP,8.822,Tarragona,45
2024-2025,2024,902,Periodisme,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,50
2024-2025,2024,4252,"Turisme ""CETT"" (docència en Anglès)",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,65
2024-2025,2024,4023,Arquitectura Tècnica i Edificació,Grau,UdG,Pau/cfgs/FP,8.218,Girona,25
2024-2025,2024,4020,Arquitectura Tècnica i Edificació,Grau,UdL,Pau/cfgs/FP,7.890,Lleida,25
2024-2025,2024,1105,Educació Infantil,Grau,UAB,Pau/cfgs/FP,9.216,Cerdanyola del Vallès,130
2024-2025,2024,876,Relacions Laborals,Grau,UAB,Pau/cfgs/FP,8.076,Cerdanyola del Vallès,125
2024-2025,2024,4509,Enginyeria en Organització Industrial i Logística / Enginyeria Química (agrupació),Grau,UdL,Pau/cfgs/FP,6.252,Igualada,50
2024-2025,2024,1368,Enginyeria Informàtica,Grau,UAB,Pau/cfgs/FP,9.572,Cerdanyola del Vallès,190
2024-2025,2024,906,Biologia,Grau,UAB,Pau/cfgs/FP,10.936,Cerdanyola del Vallès,80
2024-2025,2024,4641,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions (simultaneïtat),Grau,URV,Pau/cfgs/FP,11.836,Tarragona,10
2024-2025,2024,4859,"Administració i Direcció d'Empreses / Màrqueting ""ESIC"" (simultaneïtat)",Grau,URV,Pau/cfgs/FP,9.930,Barcelona/Reus,10
2024-2025,2024,1081,Informàtica i Serveis,Grau,UAB,Pau/cfgs/FP,5.000,Sant Cugat del Vallès,50
2024-2025,2024,4877,Ciències de l'Activitat Física i de l'Esport,Grau,UdL,Pau/cfgs/FP,9.191,La Seu d'Urgell,40
2024-2025,2024,5092,"Odontologia (Campus Medicina, Vic)",Grau,UVic-UCC,Pau/cfgs/FP,11.250,Manresa/Vic,60
2024-2025,2024,3439,Fisioteràpia,Grau,UVic-UCC,Pau/cfgs/FP,7.689,Vic,160
2024-2025,2024,4706,Filologia Catalana: Estudis de Literatura i Lingüística,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2024-2025,2024,4574,Estadística Aplicada,Grau,UAB,Pau/cfgs/FP,9.947,Cerdanyola del Vallès,40
2024-2025,2024,1055,Educació Primària,Grau,UB,Pau/cfgs/FP,9.442,Barcelona,375
2024-2025,2024,2470,Empresa Internacional (docència en Anglès),Grau,UB,Pau/cfgs/FP,11.683,Barcelona,80
2024-2025,2024,5168,Direcció d'Empreses Hoteleres i Gastronòmiques,Grau,UdG,Pau/cfgs/FP,5.000,Sant Pol de Mar,40
2024-2025,2024,917,Estudis d'Àsia Oriental -Japonès-,Grau,UAB,Pau/cfgs/FP,7.170,Cerdanyola del Vallès,40
2024-2025,2024,1583,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.406,Barcelona,60
2024-2025,2024,4748,Arqueologia / Història (simultaneïtat),Grau,UB,Pau/cfgs/FP,7.451,Barcelona,20
2024-2025,2024,1124,Relacions Laborals,Grau,UB,Pau/cfgs/FP,8.004,Barcelona,170
2024-2025,2024,3574,Criminologia i Polítiques Públiques de Prevenció / Dret (simultaneïtat),Grau,UPF,Pau/cfgs/FP,11.362,Barcelona,20
2024-2025,2024,1453,Enginyeria en Vehicles Aeroespacials,Grau,UPC,Pau/cfgs/FP,12.574,Terrassa,60
2024-2025,2024,4490,"Filosofia, Política i Economia",Grau,UPF,Pau/cfgs/FP,12.260,Barcelona/Cerdanyola del Vallès,30
2024-2025,2024,1409,Enginyeria Agroalimentària,Grau,UdG,Pau/cfgs/FP,6.768,Girona,40
2024-2025,2024,1410,Enginyeria Elèctrica,Grau,UdG,Pau/cfgs/FP,6.450,Girona,40
2024-2025,2024,1168,Educació Social,Grau,UdL,Pau/cfgs/FP,7.788,Lleida,80
2024-2025,2024,1059,Història de l'Art,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,170
2024-2025,2024,1449,Enginyeria en Sistemes i Tecnologia Naval,Grau,UPC,Pau/cfgs/FP,8.550,Barcelona,60
2024-2025,2024,5069,Història / Història de l'Art (simultaneïtat),Grau,UdG,Pau/cfgs/FP,7.952,Girona,10
2024-2025,2024,996,Química,Grau,UdG,Pau/cfgs/FP,8.326,Girona,60
2024-2025,2024,984,Enginyeria Mecànica,Grau,UdG,Pau/cfgs/FP,7.507,Girona,90
2024-2025,2024,3971,Enginyeria de Sistemes i Serveis de Telecomunicacions,Grau,URV,Pau/cfgs/FP,7.400,Tarragona,40
2024-2025,2024,864,Ciències de l'Activitat Física i de l'Esport,Grau,UVic-UCC,Pau/cfgs/FP,6.866,Vic,100
2024-2025,2024,3501,Llengües Romàniques i les seves Literatures,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2024-2025,2024,4957,Dret / Relacions Internacionals (simultaneïtat),Grau,UAB,Pau/cfgs/FP,12.886,Cerdanyola del Vallès,20
2024-2025,2024,3222,Dret / Relacions Laborals (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.250,Cerdanyola del Vallès,20
2024-2025,2024,3575,Ciència i Producció Animal / Veterinària (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.252,Lleida,60
2024-2025,2024,4836,Conservació - Restauració de Béns Culturals,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,50
2024-2025,2024,4572,Comunicació Interactiva,Grau,UAB,Pau/cfgs/FP,7.136,Cerdanyola del Vallès,60
2024-2025,2024,4713,Comunicació Audiovisual,Grau,UB,Pau/cfgs/FP,11.090,Barcelona,45
2024-2025,2024,1090,Traducció i Interpretació -Anglès-,Grau,UAB,Pau/cfgs/FP,6.242,Cerdanyola del Vallès,140
2024-2025,2024,4127,Enginyeria Biomèdica,Grau,URV,Pau/cfgs/FP,10.686,Tarragona,40
2024-2025,2024,1007,Ciències Empresarials - Management,Grau,UPF,Pau/cfgs/FP,11.580,Barcelona,110
2024-2025,2024,1022,Enginyeria de Disseny Industrial i Desenvolupament del Producte,Grau,UPC,Pau/cfgs/FP,8.105,Vilanova i la Geltrú,100
2024-2025,2024,1415,Enginyeria Mecànica,Grau,URV,Pau/cfgs/FP,7.792,Tarragona,65
2024-2025,2024,4495,"Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""Tecnocampus"" (agrupació)",Grau,UPF,Pau/cfgs/FP,5.732,Mataró,80
2024-2025,2024,1401,Enginyeria Agrària i Alimentària,Grau,UdL,Pau/cfgs/FP,6.210,Lleida,60
2024-2025,2024,1135,Ciències Biomèdiques,Grau,UAB,Pau/cfgs/FP,12.431,Cerdanyola del Vallès,60
2024-2025,2024,1058,Història,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,255
2024-2025,2024,889,Bioquímica i Biologia Molecular,Grau,URV,Pau/cfgs/FP,10.980,Tarragona,45
2024-2025,2024,1140,Administració i Direcció d'Empreses,Grau,URV,Pau/cfgs/FP,7.866,Reus,140
2024-2025,2024,4634,Paisatgisme,Grau,UPC,Pau/cfgs/FP,7.334,Barcelona/Castelldefels,50
2024-2025,2024,5216,"Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,35
2024-2025,2024,1127,Filologia Hispànica,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,120
2024-2025,2024,1087,Sociologia,Grau,UAB,Pau/cfgs/FP,6.934,Cerdanyola del Vallès,110
2024-2025,2024,1077,Enginyeria Electrònica de Telecomunicació,Grau,UB,Pau/cfgs/FP,8.660,Barcelona,40
2024-2025,2024,929,Periodisme,Grau,UPF,Pau/cfgs/FP,10.866,Barcelona,80
2024-2025,2024,1078,Enginyeria Química,Grau,UB,Pau/cfgs/FP,10.120,Barcelona,70
2024-2025,2024,955,Medicina,Grau,URV,Pau/cfgs/FP,12.696,Reus,130
2024-2025,2024,4955,Història / Història de l'Art (simultaneïtat),Grau,UB,Pau/cfgs/FP,8.812,Barcelona,20
2024-2025,2024,4828,Llengua i Literatura Espanyoles,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2024-2025,2024,5198,"Fisioteràpia ""EUSES""",Grau,UdG,Pau/cfgs/FP,7.787,Salt,165
2024-2025,2024,1075,Estudis Literaris,Grau,UB,Pau/cfgs/FP,7.300,Barcelona,100
2024-2025,2024,3953,Arquitectura Tècnica i Edificació,Grau,UPC,Pau/cfgs/FP,8.006,Barcelona,160
2024-2025,2024,4969,"Geografia, Territori i Medi Ambient",Grau,UdG,Pau/cfgs/FP,5.000,Girona,35
2024-2025,2024,1169,Dret,Grau,UdL,Pau/cfgs/FP,7.766,Lleida,115
2024-2025,2024,1447,Enginyeria de Materials,Grau,UPC,Pau/cfgs/FP,8.140,Barcelona/Sant Adrià de Besòs,40
2024-2025,2024,2667,Enginyeria Electrònica de Telecomunicació / Enginyeria Informàtica (simultaneïtat),Grau,UAB,Pau/cfgs/FP,8.893,Cerdanyola del Vallès,20
2024-2025,2024,4565,Gestió d'Informació i Documentació Digital,Grau,UB,Pau/cfgs/FP,6.760,Barcelona,60
2024-2025,2024,5195,Estudis Globals,Grau,UPF,Pau/cfgs/FP,11.358,Barcelona,40
2024-2025,2024,3263,"Arts Escèniques ""ERAM""",Grau,UdG,Pau/cfgs/FP,5.174,Salt,30
2024-2025,2024,926,Administració i Direcció d'Empreses,Grau,UPF,Pau/cfgs/FP,11.316,Barcelona,170
2024-2025,2024,3569,Enginyeria de Sistemes Aeroespacials / Enginyeria de Sistemes de Telecomunicació - Enginyeria Telemàtica (agrupació de simultaneïtat),Grau,UPC,Pau/cfgs/FP,11.400,Castelldefels,40
2024-2025,2024,1082,"Enginyeria en Organització Industrial ""EU Salesiana de Sarrià""",Grau,UAB,Pau/cfgs/FP,6.160,Barcelona,45
2024-2025,2024,3244,Bioquímica i Biologia Molecular / Biotecnologia (simultaneïtat),Grau,URV,Pau/cfgs/FP,12.417,Tarragona,15
2024-2025,2024,5209,"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,35
2024-2025,2024,5095,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),Grau,UdL,Pau/cfgs/FP,8.620,Lleida,10
2024-2025,2024,5193,Enginyeria Elèctrica i Sistemes Ferroviaris / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica (Agrupació),Grau,UPC,Pau/cfgs/FP,7.204,Vilanova i la Geltrú,200
2024-2025,2024,5132,Estudis Globals / Global Studies (docència en Anglès),Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,40
2024-2025,2024,4296,Conservació de la Natura / Enginyeria Forestal (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,25
2024-2025,2024,5080,Gestió de Ciutats Intel·ligents i Sostenibles,Grau,UAB,Pau/cfgs/FP,6.798,Cerdanyola del Vallès,60
2024-2025,2024,1134,Estadística,Grau,UB,Pau/cfgs/FP,10.550,Barcelona,50
2024-2025,2024,1394,"Administració d'Empreses i Gestió de la Innovació ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,7.480,Mataró,70
2024-2025,2024,1395,"Infermeria ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,8.680,Mataró,90
2024-2025,2024,951,Treball Social,Grau,URV,Pau/cfgs/FP,6.776,Tarragona,85
2024-2025,2024,3235,Ciències de l'Activitat Física i de l'Esport / Fisioteràpia (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.122,Lleida,25
2024-2025,2024,5194,"Negoci Digital i Innovació en Turisme / Turisme ""CETT"" (simultaneïtat)",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,10
2024-2025,2024,934,Dret,Grau,UdG,Pau/cfgs/FP,8.820,Girona,155
2024-2025,2024,1076,Filologia Catalana,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,70
2024-2025,2024,5189,"Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing ""ESCI"" (docència en anglès)",Grau,UPF,Pau/cfgs/FP,9.466,Barcelona,50
2024-2025,2024,1950,Enginyeria Física,Grau,UPC,Pau/cfgs/FP,12.306,Barcelona,44
2024-2025,2024,1174,Ciències Biomèdiques,Grau,UdL,Pau/cfgs/FP,11.767,Lleida,45
2024-2025,2024,4970,"Turisme / Geografia, Territori i Medi Ambient (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,5.000,Girona,10
2024-2025,2024,3438,Infermeria,Grau,UVic-UCC,Pau/cfgs/FP,7.930,Vic,150
2024-2025,2024,4266,Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,10
2024-2025,2024,4576,Estudis Àrabs i Hebreus,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2024-2025,2024,900,Educació Social,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,45
2024-2025,2024,4069,"Turisme / Màrqueting ""Mediterrani"" (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,5.000,Barcelona,25
2024-2025,2024,1557,Comptabilitat i Finances,Grau,UAB,Pau/cfgs/FP,8.612,Sabadell,150
2024-2025,2024,1100,Infermeria EUIT de Terrassa,Grau,UAB,Pau/cfgs/FP,8.232,Terrassa,165
2024-2025,2024,1126,Filologia Clàssica,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,60
2024-2025,2024,886,Comunicació Audiovisual,Grau,URV,Pau/cfgs/FP,9.232,Tarragona,45
2024-2025,2024,1084,Geologia,Grau,UAB,Pau/cfgs/FP,6.553,Cerdanyola del Vallès,40
2024-2025,2024,2700,Direcció Hotelera,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,90
2024-2025,2024,1178,Relacions Laborals i Recursos Humans,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,30
2024-2025,2024,924,Relacions Laborals,Grau,UPF,Pau/cfgs/FP,7.526,Barcelona,180
2024-2025,2024,3208,Enologia,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,35
2024-2025,2024,5201,"Grau Obert, Programa de (agrupació)",Grau,UPF,Pau/cfgs/FP,10.686,Barcelona,30
2024-2025,2024,4412,Enginyeria de Dades,Grau,UAB,Pau/cfgs/FP,9.882,Cerdanyola del Vallès,60
2024-2025,2024,5078,"Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a)",Grau,UdL,Pau/cfgs/FP,7.755,Lleida,10
2024-2025,2024,1056,Educació Infantil,Grau,UB,Pau/cfgs/FP,9.064,Barcelona,180
2024-2025,2024,4994,Infermeria,Grau,URV,Pau/cfgs/FP,10.481,el Vendrell/Vilafranca del Penedès,40
