		ï»¿CURSO;UNIVERSIDAD;PETICION;GRADO;CENTRO;ÁREA;GENERAL;TITULADOS;"MAYORES 25";"MAYORES 40";"MAYORES 45"
2024;CÓRDOBA;303502;FISIOTERAPIA;"FACULTAD DE MEDICINA Y ENFERMERÍA";SD;"12,039 PREF";8,520;"8,350 OPA";5,000;5,000
2024;CÓRDOBA;303517;FISIOTERAPIA;"FISIDEC - FISIOTERAPIA, INVESTIGACIÓN Y DEPORTE DE CÓRDOBA (ADS)";SD;5,000;7,910;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;349506;"GESTIÓN CULTURAL";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;6,250
2024;CÓRDOBA;337503;HISTORIA;"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;7,800;"5,000 ONPNA";13,996;5,000
2024;CÓRDOBA;337600;"HISTORIA + HISTORIA DEL ARTE";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"9,907 PREF";7,180;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;338000;"HISTORIA DEL ARTE";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,640 OPA";5,000;5,000
2024;CÓRDOBA;322003;"INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL";"E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES";IYA;"6,011 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;322500;"INGENIERÍA CIVIL";"ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;322607;"INGENIERÍA CIVIL + ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ";SIN;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;322704;"INGENIERÍA CIVIL + INGENIERÍA DE LA ENERGÍA Y RECURSOS MINERALES";"ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;322514;"INGENIERÍA CIVIL (VIRTUAL)";"ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ";IYA;5,000;6,160;"7,210 OPNA";5,000;5,000
2024;CÓRDOBA;323708;"INGENIERÍA DE LA ENERGÍA Y RECURSOS MINERALES";"ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;323805;"INGENIERÍA DE LA ENERGÍA Y RECURSOS MINERALES + ING. ELÉCTRICA";"ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;312504;"INGENIERÍA ELÉCTRICA";"ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;313001;"INGENIERÍA ELECTRÓNICA INDUSTRIAL";"ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;324000;"INGENIERÍA FORESTAL";"E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES";IYA;5,000;6,220;"5,000 ONPNA";17,249;5,000
2024;CÓRDOBA;322101;"INGENIERÍA FORESTAL + INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL";"E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;323503;"INGENIERÍA INFORMÁTICA";"ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA";IYA;"10,205 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;313508;"INGENIERÍA MECÁNICA";"ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA";IYA;"8,522 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;339500;MEDICINA;"FACULTAD DE MEDICINA Y ENFERMERÍA";SD;"13,353 PREF";9,010;"6,080 OPA";5,000;5,000
2024;CÓRDOBA;341507;PSICOLOGÍA;"FACULTAD DE CIENCIAS DE LA EDUCACIÓN";SD;"11,636 PREF";8,360;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;342500;QUÍMICA;"FACULTAD DE CIENCIAS";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;308004;"RELACIONES LABORALES Y RECURSOS HUMANOS";"FACULTAD DE CIENCIAS DEL TRABAJO";SYJ;5,000;5,000;"5,000 ONPNA";5,000;8,475
2024;CÓRDOBA;343202;"TRADUCCIÓN E INTERPRETACIÓN FRANCÉS";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;334308;"TRADUCCIÓN E INTERPRETACIÓN FRANCÉS + FILOLOGÍA HISPÁNICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"7,317 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;343301;"TRADUCCIÓN E INTERPRETACIÓN INGLÉS";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"7,691 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;334804;"TRADUCCIÓN E INTERPRETACIÓN INGLÉS + ESTUDIOS INGLESES";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"6,872 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;334405;"TRADUCCIÓN E INTERPRETACIÓN INGLÉS + FILOLOGÍA HISPÁNICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"7,314 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;308705;TURISMO;"FACULTAD DE CIENCIAS DEL TRABAJO";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;308900;"TURISMO + TRADUCCIÓN E INTERPRETACIÓN INGLÉS";"FACULTAD DE CIENCIAS DEL TRABAJO";SIN;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;308901;"TURISMO (ITINERARIO BILINGÜE)";"FACULTAD DE CIENCIAS DEL TRABAJO";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;CÓRDOBA;343504;VETERINARIA;"FACULTAD DE VETERINARIA";SD;"12,180 PREF";8,218;"7,270 OPA";5,000;5,000
2024;GRANADA;425513;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"FACULTAD DE CIENCIAS SOCIALES Y JURÍDICAS (MELILLA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;425528;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"FACULTAD DE EDUCACIÓN, ECONOMÍA Y TECNOLOGÍA (CEUTA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;425509;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"10,415 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;425610;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO";"FACULTAD DE CIENCIAS SOCIALES Y JURÍDICAS (MELILLA)";SYJ;5,000;5,570;"5,000 ONPNA";15,878;5,000
2024;GRANADA;425606;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO";"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES-F. DERECHO";SYJ;"11,177 PREF";5,000;"5,000 ONPNA";13,187;5,000
2024;GRANADA;491502;"ANTROPOLOGIA SOCIAL Y CULTURAL";"FACULTAD DE FILOSOFÍA Y LETRAS";SYJ;5,000;5,000;"5,000 ONPNA";20,915;5,000
2024;GRANADA;453001;ARQUEOLOGÍA;"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;6,950;"7,050 OPA";5,000;5,000
2024;GRANADA;426006;"BELLAS ARTES";"FACULTAD DE BELLAS ARTES";AYH;"9,552 PREF";8,245;"5,000 ONPNA";5,000;5,000
2024;GRANADA;426502;BIOLOGÍA;"FACULTAD DE CIENCIAS";C;"9,905 PREF";6,080;"5,000 ONPNA";5,000;5,000
2024;GRANADA;492001;BIOQUÍMICA;"FACULTAD DE CIENCIAS";C;"12,412 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;426707;BIOTECNOLOGÍA;"FACULTAD DE CIENCIAS";C;"12,784 PREF";5,000;"7,510 OPA";5,000;5,000
2024;GRANADA;492506;"CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS";"FACULTAD DE FARMACIA";C;"7,520 PREF";8,415;"5,000 ONPNA";5,000;5,000
2024;GRANADA;427001;"CIENCIAS AMBIENTALES";"FACULTAD DE CIENCIAS";C;5,000;5,000;"5,000 ONPNA";16,687;5,000
2024;GRANADA;427506;"CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE";"FACULTAD DE CIENCIAS DEL DEPORTE";SYJ;"11,881 PREF";8,370;"5,000 ONPNA";5,000;5,000
2024;GRANADA;427603;"CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE + EDUCACIÓN PRIMARIA";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE (MELILLA)";SYJ;"5,550 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;428501;"CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN";"F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA";SYJ;5,000;5,000;"5,000 ONPNA";19,998;5,000
2024;GRANADA;428704;"CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN + DERECHO";"F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA Y FACULTAD DE DERECHO";SYJ;"8,180 PREF";5,000;"5,000 ONPNA";5,000;7,500
2024;GRANADA;499102;"CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN + SOCIOLOGÍA";"F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;428607;"CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN (GR) + PERIODISMO (MA)";"F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;429007;"COMUNICACIÓN AUDIOVISUAL";"FACULTAD DE COMUNICACIÓN Y DOCUMENTACIÓN";SYJ;"9,599 PREF";5,000;"5,000 OPNA";5,000;5,000
2024;GRANADA;426200;"CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES";"FACULTAD DE BELLAS ARTES";AYH;"6,680 PREF";8,140;"5,000 ONPNA";5,000;5,250
2024;GRANADA;492603;CRIMINOLOGÍA;"FACULTAD DE DERECHO";SYJ;"11,085 PREF";7,980;"5,000 ONPNA";5,000;5,000
2024;GRANADA;429503;DERECHO;"FACULTAD DE DERECHO";SYJ;"9,141 PREF";7,650;"5,000 ONPNA";8,894;5,880
2024;GRANADA;430001;ECONOMÍA;"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"8,032 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;430014;"ECONOMÍA BILINGÜE";"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;401007;EDIFICACIÓN;"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE EDIFICACIÓN";IYA;5,000;6,780;"5,000 ONPNA";8,291;5,000
2024;GRANADA;401104;"EDIFICACIÓN + ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE EDIFICACIÓN Y FAC. CC. ECONÓMICAS Y EMPRESARIALES";SIN;"9,397 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;445501;"EDUCACIÓN INFANTIL";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN";SYJ;"8,418 PREF";7,340;"5,000 ONPNA";5,000;5,000
2024;GRANADA;445533;"EDUCACIÓN INFANTIL";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE (MELILLA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;445529;"EDUCACIÓN INFANTIL";"FACULTAD DE EDUCACIÓN, ECONOMÍA Y TECNOLOGÍA (CEUTA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,250
2024;GRANADA;445514;"EDUCACIÓN INFANTIL";"CENTRO DE MAGISTERIO LA INMACULADA (ADS)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;446537;"EDUCACIÓN PRIMARIA";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE (MELILLA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;446522;"EDUCACIÓN PRIMARIA";"FACULTAD DE EDUCACIÓN, ECONOMÍA Y TECNOLOGÍA (CEUTA)";SYJ;5,000;5,000;"5,000 ONPNA";13,500;5,000
2024;GRANADA;446518;"EDUCACIÓN PRIMARIA";"CENTRO DE MAGISTERIO LA INMACULADA (ADS)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,950
2024;GRANADA;446503;"EDUCACIÓN PRIMARIA";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN";SYJ;"9,532 PREF";8,280;"5,000 ONPNA";5,000;5,000
2024;GRANADA;446600;"EDUCACIÓN PRIMARIA + ESTUDIOS FRANCESES";"F. CIENCIAS DE LA EDUCACIÓN Y F. FILOSOFÍA Y LETRAS";SIN;"10,104 PREF";6,811;"5,000 ONPNA";5,000;5,000
2024;GRANADA;446708;"EDUCACIÓN PRIMARIA + ESTUDIOS INGLESES";"F. CIENCIAS DE LA EDUCACIÓN Y F. FILOSOFÍA Y LETRAS";SIN;"12,610 PREF";6,811;"5,000 ONPNA";5,000;5,000
2024;GRANADA;446541;"EDUCACIÓN PRIMARIA (FORMACIÓN BILINGÜE)";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN";SYJ;"8,483 PREF";7,780;"5,000 ONPNA";5,000;5,000
2024;GRANADA;402224;"EDUCACIÓN SOCIAL";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE (MELILLA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;402205;"EDUCACIÓN SOCIAL";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN";SYJ;"8,230 PREF";8,020;"5,000 ONPNA";5,000;5,000
2024;GRANADA;402211;"EDUCACIÓN SOCIAL";"FACULTAD DE EDUCACIÓN, ECONOMÍA Y TECNOLOGÍA (CEUTA)";SYJ;5,000;7,410;"5,000 ONPNA";5,000;5,000
2024;GRANADA;402530;ENFERMERÍA;"FACULTAD DE CIENCIAS DE LA SALUD (MELILLA)";SD;"11,320 PREF";8,210;"6,300 OPA";15,000;6,050
2024;GRANADA;402526;ENFERMERÍA;"FACULTAD DE CIENCIAS DE LA SALUD (CEUTA)";SD;"11,270 PREF";8,190;"6,090 OPA";15,124;5,500
2024;GRANADA;402507;ENFERMERÍA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"12,642 PREF";8,786;"7,742 OPA";22,416;8,750
2024;GRANADA;403004;ESTADÍSTICA;"FACULTAD DE CIENCIAS";C;"10,391 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;431501;"ESTUDIOS ÁRABES E ISLÁMICOS";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;400501;"ESTUDIOS DE ARQUITECTURA";"E.T.S. DE ARQUITECTURA";IYA;"9,450 PREF";6,810;"5,000 ONPNA";5,000;5,000
2024;GRANADA;433000;"ESTUDIOS FRANCESES";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;434500;"ESTUDIOS INGLESES";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;434705;"ESTUDIOS INGLESES + FILOLOGÍA HISPÁNICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"12,862 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;430506;FARMACIA;"FACULTAD DE FARMACIA";SD;"11,082 PREF";7,546;"5,000 ONPNA";5,000;5,000
2024;GRANADA;430700;"FARMACIA + NUTRICIÓN HUMANA Y DIETÉTICA";"FACULTAD DE FARMACIA";SD;"13,224 PREF";7,480;"5,000 ONPNA";5,000;5,000
2024;GRANADA;432007;"FILOLOGÍA CLÁSICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;434004;"FILOLOGÍA HISPÁNICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"7,758 PREF";7,240;"5,000 ONPNA";5,000;5,000
2024;GRANADA;435504;FILOSOFÍA;"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;7,900;"5,000 ONPNA";5,000;7,130
2024;GRANADA;402000;"FINANZAS Y CONTABILIDAD";"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"8,541 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;436001;FÍSICA;"FACULTAD DE CIENCIAS";C;"12,416 PREF";6,790;"5,000 ONPNA";5,000;5,000
2024;GRANADA;403500;FISIOTERAPIA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"12,560 PREF";8,475;"6,320 OPA";5,000;7,800
2024;GRANADA;403515;FISIOTERAPIA;"FACULTAD DE CIENCIAS DE LA SALUD (MELILLA)";SD;"10,089 PREF";8,200;"6,160 ONPNA";5,000;5,000
2024;GRANADA;436702;"GEOGRAFÍA Y GESTIÓN DEL TERRITORIO";"FACULTAD DE FILOSOFÍA Y LETRAS";SYJ;5,000;5,000;"5,340 ONPA";5,000;5,000
2024;GRANADA;437005;GEOLOGÍA;"FACULTAD DE CIENCIAS";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;437501;HISTORIA;"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;6,189;"5,000 ONPNA";5,000;5,000
2024;GRANADA;438009;"HISTORIA DEL ARTE";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;6,950;"5,000 ONPNA";5,000;5,000
2024;GRANADA;499005;"HISTORIA Y CIENCIAS DE LA MÚSICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;7,110;"5,000 ONPNA";5,000;5,000
2024;GRANADA;401503;"INFORMACIÓN Y DOCUMENTACIÓN";"FACULTAD DE COMUNICACIÓN Y DOCUMENTACIÓN";SYJ;5,000;5,000;"5,000 ONPNA";13,498;5,000
2024;GRANADA;422605;"INGENIERÍA CIVIL + ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"E.T.S. DE INGENIERÍA DE CAMINOS, CANALES Y PUERTOS Y FAC. CC. ECONÓMICAS Y EMPRESARIALES";SIN;"9,522 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;422512;"INGENIERÍA CIVIL (PARS con Máster Universitario en Ingeniería de Caminos, Canales y Puertos)";"E.T.S. DE INGENIERÍA DE CAMINOS, CANALES Y PUERTOS";IYA;5,000;6,960;"5,000 ONPNA";5,000;5,000
2024;GRANADA;425002;"INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN (PARS con Máster Univ. en Ing. de Telecomunicación)";"E.T.S. DE INGENIERÍAS INFORMÁTICA Y DE TELECOMUNICACIÓN";IYA;"9,728 PREF";5,000;"5,000 ONPNA";24,760;5,000
2024;GRANADA;412901;"INGENIERÍA ELECTRÓNICA INDUSTRIAL";"FACULTAD DE CIENCIAS";IYA;"10,520 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;423609;"INGENIERÍA INFORMÁTICA + ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"E.T.S. DE INGENIERÍAS INFORMÁTICA Y DE TELECOMUNICACIÓN Y FAC. CC. ECONÓMICAS Y EMPRESARIALES";SIN;"12,156 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;423404;"INGENIERÍA INFORMÁTICA + MATEMÁTICAS";"FACULTAD DE CIENCIAS Y E.T.S. INGENIERÍAS INFORMÁTICAS Y DE TELECOMUNICACIÓN";SIN;"13,325 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;423516;"INGENIERÍA INFORMÁTICA (PARS con Máster Universitario en Ingeniería Informática)";"FACULTAD DE EDUCACIÓN, ECONOMÍA Y TECNOLOGÍA (CEUTA)";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;423501;"INGENIERÍA INFORMÁTICA (PARS con Máster Universitario en Ingeniería Informática)";"E.T.S. DE INGENIERÍAS INFORMÁTICA Y DE TELECOMUNICACIÓN";IYA;"10,572 PREF";7,280;"5,000 ONPNA";38,166;6,250
2024;GRANADA;424505;"INGENIERÍA QUÍMICA (PARS con Máster Universitario en Ingeniería Química)";"FACULTAD DE CIENCIAS";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;432503;"LENGUAS MODERNAS Y SUS LITERATURAS";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;7,098;"5,000 ONPNA";5,000;5,000
2024;GRANADA;498508;"LITERATURAS COMPARADAS";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,380 OPA";5,000;5,000
2024;GRANADA;405001;LOGOPEDIA;"FACULTAD DE PSICOLOGÍA";SD;"9,190 PREF";8,540;"5,000 ONPNA";5,000;5,000
2024;GRANADA;449008;"MARKETING E INVESTIGACIÓN DE MERCADOS";"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"10,719 PREF";6,629;"5,000 ONPNA";5,000;5,000
2024;GRANADA;439002;MATEMÁTICAS;"FACULTAD DE CIENCIAS";C;"12,587 PREF";7,878;"5,000 ONPNA";5,000;5,000
2024;GRANADA;439401;"MATEMÁTICAS + FÍSICA";"FACULTAD DE CIENCIAS";C;"13,750 PREF";7,480;"5,000 ONPNA";5,000;5,000
2024;GRANADA;439509;MEDICINA;"FACULTAD DE MEDICINA";SD;"13,416 PREF";9,200;"6,140 OPA";7,083;5,130
2024;GRANADA;406201;"NUTRICIÓN HUMANA Y DIETÉTICA";"FACULTAD DE FARMACIA";SD;"10,362 PREF";9,220;"5,000 ONPNA";5,000;5,000
2024;GRANADA;406307;"NUTRICIÓN HUMANA Y DIETÉTICA + CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS";"FACULTAD DE FARMACIA";SIN;"12,421 PREF";9,060;"5,000 ONPNA";5,000;5,000
2024;GRANADA;440005;ODONTOLOGÍA;"FACULTAD DE ODONTOLOGÍA";SD;"13,130 PREF";8,450;"7,200 OPA";5,000;5,000
2024;GRANADA;406501;"ÓPTICA Y OPTOMETRÍA";"FACULTAD DE CIENCIAS";C;"6,334 PREF";7,413;"5,000 ONPNA";5,000;5,000
2024;GRANADA;440501;PEDAGOGÍA;"FACULTAD DE CIENCIAS DE LA EDUCACIÓN";SYJ;"7,270 PREF";7,500;"5,000 ONPNA";5,000;5,000
2024;GRANADA;441505;PSICOLOGÍA;"FACULTAD DE PSICOLOGÍA";SD;"11,396 PREF";8,668;"5,770 OPNA";13,284;5,750
2024;GRANADA;442509;QUÍMICA;"FACULTAD DE CIENCIAS";C;"8,450 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;408017;"RELACIONES LABORALES Y RECURSOS HUMANOS";"FACULTAD DE CIENCIAS SOCIALES Y JURÍDICAS (MELILLA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;408002;"RELACIONES LABORALES Y RECURSOS HUMANOS";"FACULTAD DE RELACIONES LABORALES Y RECURSOS HUMANOS";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;442703;SOCIOLOGÍA;"F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;408207;"TERAPIA OCUPACIONAL";"FACULTAD DE CIENCIAS DE LA SALUD";SD;"10,409 PREF";8,087;"5,000 ONPNA";17,499;5,000
2024;GRANADA;408509;"TRABAJO SOCIAL";"FACULTAD DE TRABAJO SOCIAL";SYJ;"6,117 PREF";8,366;"5,000 ONPNA";5,000;5,000
2024;GRANADA;443103;"TRADUCCIÓN E INTERPRETACIÓN ALEMÁN";"F. TRADUCCIÓN E INTERPRETACIÓN";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;455203;"TRADUCCIÓN E INTERPRETACIÓN ALEMÁN + TURISMO";"F. TRADUCCIÓN E INTERPRETACIÓN Y F. CC. ECONÓMICAS Y EMPRESARIALES";SIN;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;443405;"TRADUCCIÓN E INTERPRETACIÓN ÁRABE";"F. TRADUCCIÓN E INTERPRETACIÓN";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;443200;"TRADUCCIÓN E INTERPRETACIÓN FRANCÉS";"F. TRADUCCIÓN E INTERPRETACIÓN";AYH;5,000;7,970;"5,000 ONPNA";5,000;7,000
2024;GRANADA;455106;"TRADUCCIÓN E INTERPRETACIÓN FRANCÉS + TURISMO";"F. TRADUCCIÓN E INTERPRETACIÓN Y F. CC. ECONÓMICAS Y EMPRESARIALES";SIN;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;443308;"TRADUCCIÓN E INTERPRETACIÓN INGLÉS";"F. TRADUCCIÓN E INTERPRETACIÓN";AYH;"11,778 PREF";7,490;"5,000 ONPNA";6,562;5,000
2024;GRANADA;455009;"TRADUCCIÓN E INTERPRETACIÓN INGLÉS + TURISMO";"F. TRADUCCIÓN E INTERPRETACIÓN Y F. CC. ECONÓMICAS Y EMPRESARIALES";SIN;"12,273 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;GRANADA;408703;TURISMO;"F. CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;525507;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"FACULTAD DE CIENCIAS EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;525604;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO";"FACULTAD DE CIENCIAS EMPRESARIALES";SYJ;"9,620 N.P.";5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;525906;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + FINANZAS Y CONTABILIDAD";"FACULTAD DE CIENCIAS EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;525809;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + TURISMO";"FACULTAD DE CIENCIAS EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
