num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S012357,2024-04-04,15:10:00,CALL. SUERTES DE LA VILLA / CALL. MAYORAZGO DE DUARTE,202,19,Vicálvaro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,3,Ingreso superior a 24 horas,453558,4473231,false,false
2024S012387,2024-04-04,20:20:00,CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. JULIO CANO LASSO,8,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,448776,4482485,false,false
2024S012389,2024-04-04,18:50:00,CALL. LUCHANA / CALL. TRAFALGAR,24,7,Chamberí,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440624,4475793,false,false
2024S012460,2024-04-05,17:55:00,AVDA. PABLO NERUDA / CALL. VILLA DE PONS,10,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,,,445503,4471437,false,false
2024S012512,2024-04-05,23:05:00,"CALL. GENERAL RICARDOS, 165",165,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,437720,4470992,false,false
2024S012576,2024-04-06,11:15:00,PASEO PIÑONERO,3,9,Moncloa - Aravaca,Caída,Nublado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,437412,4475832,false,false
2024S012584,2024-04-06,15:20:00,"CALL. ALCALA, 93 (INTERIOR TUNEL)",83,4,Salamanca,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441904,4474699,false,false
2024S012594,2024-04-06,18:20:00,"AVDA. JUAN DE HERRERA, 4",4,9,Moncloa - Aravaca,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438055,4476718,false,false
2024S012595,2024-04-05,16:00:00,"AVDA. MENENDEZ PELAYO, 73",73,3,Retiro,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442599,4473593,false,false
2024S012625,2024-04-07,01:10:00,"CALL. OCA, 15",15,11,Carabanchel,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437703,4471246,true,false
2024S012662,2024-04-07,10:06:00,CALL. SAN ERNESTO / CALL. MARCENADO,2,5,Chamartín,Colisión lateral,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,442834,4477856,false,false
2024S012709,2024-04-07,22:40:00,"AVDA. ENTREVIAS, 2",2,13,Puente De Vallecas,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,442955,4471218,false,false
2024S012728,2024-04-08,10:25:00,"AVDA. LOS ROSALES, 408",408,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,443911,4464444,false,false
2024S012739,2024-04-08,13:54:00,"AVDA. CANILLEJAS A VICALVARO, 193",193,20,San Blas - Canillejas,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,,,448291,4473818,false,false
2024S012822,2024-04-09,14:25:00,AVDA. GRAN VIA DE VILLAVERDE / CALL. PATERNA,10,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441853,4466680,false,false
2024S012851,2024-04-09,20:50:00,PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA,44A,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441128,4472716,false,false
2024S012910,2024-04-09,21:52:00,CAMPOTEJAR N15,15,12,Usera,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440287,4469028,false,false
2024S013122,2024-04-12,13:30:00,"CALL. DOCTOR ESQUERDO, 130",130,3,Retiro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,443125,4473154,false,false
2024S013122,2024-04-12,13:30:00,"CALL. DOCTOR ESQUERDO, 130",130,3,Retiro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,443125,4473154,false,false
2024S013235,2024-04-12,14:30:00,PLAZA. REPUBLICA DOMINICANA / CALL. PRINCIPE DE VERGARA,3,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,442601,4478851,false,false
2024S013259,2024-04-13,11:15:00,PASEO. RUPERTO CHAPI / PASEO. CAMOENS Y VALERO,0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438247,4476040,false,false
2024S013285,2024-04-13,16:20:00,"CALL. GENOVA, 28",28,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441311,4475225,false,false
2024S013328,2024-04-13,23:50:00,PLAZA. JOSE MARIA SOLER / AVDA. ALFONSO XIII,7,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443328,4478958,false,false
2024S013385,2024-04-14,12:15:00,PASEO. PIÑONERO / CMNO. GARABITAS,3,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,437427,4475801,false,false
2024S013399,2024-04-14,15:55:00,"CALL. CASTIELLO DE JACA, 18",18,8,Fuencarral - El Pardo,Colisión fronto-lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,,,442507,4484551,false,false
2024S013418,2024-04-13,20:33:00,CALL. AUGUSTO FIGUEROA / CALL. VALGAME DIOS,43,1,Centro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,1,Atención en urgencias sin posterior ingreso,440901,4474829,false,false
2024S013450,2024-04-14,01:30:00,"CALL. SANTA ENGRACIA, 125",125,7,Chamberí,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,440576,4476749,false,false
2024S013460,2024-04-15,08:20:00,PASEO. MELANCOLICOS / PNTE. SAN ISIDRO,51,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438843,4472852,false,false
2024S013506,2024-04-15,18:15:00,"CMNO. LA MUÑOZA, 7",7,21,Barajas,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,,,454660,4478182,false,false
2024S013525,2024-04-15,19:13:00,"CALL. ALFONSO XII, 54",54,3,Retiro,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,441555,4473451,false,false
2024S013547,2024-04-16,08:00:00,CALL. FRANCISCO SILVELA / METRO. AVENIDA DE AMERICA,82,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442569,4476519,false,false
2024S013582,2024-04-16,13:45:00,"CALL. SENDA DEL INFANTE, 22",22,8,Fuencarral - El Pardo,Colisión frontal,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,438964,4482305,false,false
2024S013751,2024-04-18,00:44:00,CALL. ELOY GONZALO / CALL. SANTA ENGRACIA,40,7,Chamberí,Colisión lateral,,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,440735,4476267,false,false
2024S013789,2024-04-18,11:40:00,"AVDA. COMUNIDADES, 1",1,19,Vicálvaro,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,448212,4471082,false,false
2024S013878,2024-04-18,22:10:00,CALL. ALCALA / CALL. RUFINO BLANCO,156,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443385,4475549,false,false
2024S013924,2024-04-19,14:20:00,CALL. MARIA DE MOLINA / PASEO. CASTELLANA,1,5,Chamartín,Colisión múltiple,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,441491,4476588,false,false
2024S013926,2024-04-19,15:05:00,"CALL. FERNANDO EL CATOLICO, 17",17,7,Chamberí,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,439938,4476161,false,false
2024S013951,2024-04-18,19:00:00,"CALL. GUARDIA CIVIL, 21",21,8,Fuencarral - El Pardo,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,434479,4485577,false,false
2024S013951,2024-04-18,19:00:00,"CALL. GUARDIA CIVIL, 21",21,8,Fuencarral - El Pardo,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,,,434479,4485577,false,false
2024S013979,2024-04-19,21:00:00,CALL. MAR ADRIATICO / CALL. CHAPARRAL,4,16,Hortaleza,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445829,4480196,true,false
2024S014018,2024-04-20,04:51:00,"AVDA. CIUDAD DE BARCELONA, 85",85,3,Retiro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,4,Fallecido 24 horas,442870,4472426,false,false
2024S014079,2024-04-20,11:45:00,"AUTOV. M-607, +01200S",+01200S,8,Fuencarral - El Pardo,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,442001,4485474,false,false
2024S014079,2024-04-20,11:45:00,"AUTOV. M-607, +01200S",+01200S,8,Fuencarral - El Pardo,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,442001,4485474,false,false
2024S014085,2024-04-20,13:30:00,CALL. ALCALA / CALL. JORGE JUAN,90,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,442424,4474984,false,false
2024S014091,2024-04-20,14:30:00,"CALL. GENOVA, 1",1,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441349,4475221,false,false
2024S014099,2024-04-20,17:30:00,CALL. GRAN VIA / CALL. CLAVEL,16,1,Centro,Colisión lateral,,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,440648,4474585,false,false
2024S014102,2024-04-20,15:34:00,"AUTOV. M-30, 16XC12",16XC12,11,Carabanchel,Alcance,Se desconoce,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,438823,4472400,false,false
2024S014112,2024-04-20,20:10:00,PASEO. EXTREMADURA / CALL. JAIME VERA,34,10,Latina,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438160,4473914,false,false
2024S014126,2024-04-21,01:15:00,"CALL. BARCELO, 2",2,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440619,4475356,false,false
2024S014182,2024-04-21,15:20:00,"AUTOV. M-40, +00070E",+00070E,16,Hortaleza,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,444763,4484291,false,false
2024S014200,2024-04-21,21:15:00,"CALL. PORTUGALETE, 2",2,15,Ciudad Lineal,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,445989,4475169,false,false
2024S014245,2024-04-22,12:54:00,PASEO. RUPERTO CHAPI / AVDA. SENECA,0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437803,4476208,false,false
2024S014281,2024-04-22,21:18:00,"AVDA. ENTREVIAS, 86",86,13,Puente De Vallecas,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,443529,4470036,false,false
2024S014282,2024-04-22,22:15:00,CALL. ARROYOFRESNO / AVDA. CARDENAL HERRERA ORIA,24,8,Fuencarral - El Pardo,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,437140,4480887,false,false
2024S014376,2024-04-24,02:00:00,CALL. PALOS DE LA FRONTERA / CALL. BATALLA DEL SALADO,1,2,Arganzuela,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,,,440950,4472742,false,false
2024S014382,2024-04-23,13:25:00,CALL. HOYOS DEL ESPINO / AVDA. MIRAFLORES,1,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438014,4479983,false,false
2024S014404,2024-04-24,11:45:00,CALL. OBANOS / CALL. OBANOS,6A,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Mujer,2,Ingreso inferior o igual a 24 horas,442735,4483224,false,false
2024S014485,2024-04-23,21:15:00,CALL. FERNANDO GABRIEL / CALL. GANDHI,15,15,Ciudad Lineal,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,,445816,4475093,false,false
2024S014506,2024-04-25,09:40:00,"CALL. SAN BERNARDINO, 18",18,1,Centro,Colisión fronto-lateral,,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,439970,4474902,false,false
2024S014510,2024-04-25,07:57:00,"CALL. HERNAN CORTES, 8",8,1,Centro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,,,440620,4474991,false,false
2024S014538,2024-04-25,14:20:00,AVDA. POBLADOS / CALL. VIA LUSITANA,120,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,,,437645,4469457,false,false
2024S014650,2024-04-25,21:25:00,PASEO. PRADO / PLAZA. EMPERADOR CARLOS V,13,3,Retiro,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441305,4473384,false,false
2024S014692,2024-04-27,02:38:00,CALL. VILLAAMIL / CALL. ALONSO NUÑEZ,21,6,Tetuán,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,440059,4478905,false,false
2024S014814,2024-04-27,18:55:00,"CALL. MONASTERIOS DE SUSO Y YUSO, 13",13,8,Fuencarral - El Pardo,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,,,440389,4483751,false,false
2024S014877,2024-04-28,04:05:00,CALL. ARTURO SORIA / CALL. HERNANDEZ DE TEJADA,2,15,Ciudad Lineal,Colisión fronto-lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,,,444882,4477636,false,false
2024S014943,2024-04-28,10:24:00,PARQUE DEL RETIRO,2,3,Retiro,Atropello a animal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442029,4473813,false,false
2024S014943,2024-04-28,10:24:00,PARQUE DEL RETIRO,2,3,Retiro,Atropello a animal,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,442029,4473813,false,false
2024S014954,2024-04-27,21:40:00,CALL. GENERAL ORAA / CALL. HERMANOS BECQUER,3,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,441688,4476392,false,false
2024S014977,2024-04-28,20:45:00,"CALL. ANTONIO DE LEYVA, 76A",76A,11,Carabanchel,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439228,4471275,false,false
2024S015029,2024-04-28,22:10:00,"CALL. BUEN SUCESO, 3",3,9,Moncloa - Aravaca,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,439196,4475646,false,false
2024S015078,2024-04-25,11:05:00,"CALL. RAMON PEREZ DE AYALA, 8",8,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,444442,4472119,false,false
2024S015080,2024-04-30,02:25:00,"CALL. PRECIADOS, 23",23,1,Centro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,440094,4474571,false,false
2024S015155,2024-04-30,23:05:00,CALL. ARCOS DE JALON / CALL. SAN ROMAN DEL VALLE,20,20,San Blas - Canillejas,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447266,4474648,false,false
2024S015160,2024-04-30,22:20:00,GTA. PUERTA DE TOLEDO / PASEO. PONTONES,1,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439594,4473113,false,false
2024S015212,2024-05-01,11:00:00,CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO / VIA CICLISTA - PK 14.200,20,8,Fuencarral - El Pardo,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,437727,4482748,false,false
2024S015212,2024-05-01,11:00:00,CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO / VIA CICLISTA - PK 14.200,20,8,Fuencarral - El Pardo,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,437727,4482748,false,false
2024S015212,2024-05-01,11:00:00,CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO / VIA CICLISTA - PK 14.200,20,8,Fuencarral - El Pardo,Colisión frontal,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437727,4482748,false,false
2024S015292,2024-05-02,12:55:00,"CALL. MALMOE, 29",29,15,Ciudad Lineal,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,446841,4474021,false,false
2024S015299,2024-05-02,14:30:00,"PLAZA. ISABEL II, 5",5,1,Centro,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,439810,4474440,false,false
2024S015304,2024-05-02,19:30:00,"AVDA. CIUDAD DE BARCELONA, 107",107,3,Retiro,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,443058,4472294,false,true
2024S015385,2024-05-03,23:00:00,"CALL. BRAVO MURILLO, 201",201,6,Tetuán,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,440414,4478505,false,false
2024S015385,2024-05-03,23:00:00,"CALL. BRAVO MURILLO, 201",201,6,Tetuán,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2,Ingreso inferior o igual a 24 horas,440414,4478505,false,false
2024S015444,2024-05-04,12:20:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435665,4474543,false,false
2024S015444,2024-05-04,12:20:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,435665,4474543,false,false
2024S015448,2024-05-04,13:30:00,"CALL. RIBERA DE CURTIDORES, 21",21,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439984,4473329,false,false
2024S015468,2024-05-04,17:45:00,"AUTOV. M-607, +02000S",+02000S,8,Fuencarral - El Pardo,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440020,4491676,false,false
2024S015477,2024-05-04,21:30:00,AVDA. PABLO IGLESIAS / DE JUAN XXIII,55,9,Moncloa - Aravaca,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,439729,4478045,false,false
2024S015479,2024-05-04,22:40:00,"CALL. PUERTO DEL MONASTERIO, 28",28,13,Puente De Vallecas,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443800,4471675,true,false
2024S015483,2024-05-05,01:30:00,"CALL. MARQUES DE VIANA, 12",12,6,Tetuán,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,440662,4479197,false,false
2024S015525,2024-05-05,13:30:00,"CRA. SAN JERONIMO, 46",46,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440806,4474192,false,false
2024S015557,2024-05-05,21:25:00,CALL. CRISTOBAL BORDIU / CALL. MODESTO LAFUENTE,52,7,Chamberí,Caída,LLuvia intensa,Bicicleta,Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,440973,4477147,false,false
2024S015584,2024-05-06,08:05:00,"PASEO. EXTREMADURA, 9",9,10,Latina,Caída,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438413,4473947,false,false
2024S015586,2024-05-06,09:40:00,"CALL. PUERTO DE CARDOSO, 1",1,13,Puente De Vallecas,Caída,,Bicicleta EPAC (pedaleo asistido),Conductor,De 60 a 64 años,Hombre,,,444517,4471020,false,false
2024S015596,2024-05-06,09:44:00,"CALL. PRINCIPE DE VERGARA, 146",146,5,Chamartín,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442494,4477483,false,false
2024S015606,2024-05-06,09:50:00,CALL. ALCALA / CALL. PASTRANA,460,20,San Blas - Canillejas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,446190,4476659,false,false
2024S015664,2024-05-07,09:15:00,"CALL. BENEFICENCIA, 14",14,1,Centro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,440693,4475292,false,false
2024S015679,2024-05-07,12:20:00,"AVDA. VENTISQUERO DE LA CONDESA, 39",39,8,Fuencarral - El Pardo,Colisión lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,14,Sin asistencia sanitaria,439306,4482504,false,false
2024S015741,2024-05-07,23:03:00,AVDA. RAFAEL ALBERTI / CALL. ANDALUCES,6,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,,,445821,4471266,false,false
2024S015770,2024-05-08,12:25:00,CALL. MANUEL LUNA / CALL. LERIDA,19,6,Tetuán,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440601,4478459,false,false
2024S015844,2024-05-09,11:15:00,"GTA. VALLE DE ORO, 3",3,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,437946,4471136,false,false
2024S015892,2024-05-09,19:40:00,CALL. ARROYO DEL OLIVAR / CALL. PEDRO ESCUDERO,40,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,444407,4471135,false,false
2024S015963,2024-05-10,16:00:00,CALL. COSTA RICA / AUTOV. M-30,29,5,Chamartín,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443483,4478993,false,false
2024S015969,2024-05-10,17:41:00,CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES,1,16,Hortaleza,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,444561,4480903,false,false
2024S015969,2024-05-10,17:41:00,CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES,1,16,Hortaleza,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,Menor de 5 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,444561,4480903,false,false
2024S015983,2024-05-10,19:27:00,"PASEO. CASTELLANA, 126",126,5,Chamartín,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,441451,4477907,false,false
2024S016014,2024-05-11,00:30:00,"CALL. FERROCARRIL, 24",24,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,440889,4472502,false,false
2024S016040,2024-05-11,05:35:00,"CALL. GRAN VIA, 32",32,1,Centro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,,,440332,4474631,true,false
2024S016072,2024-05-11,13:50:00,CALL. ANTRACITA / CALL. BRONCE,14A,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,441621,4471394,false,false
