centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;centro_titular;nif_titular;nif_centro;dat_codigo;dat_nombre;direccion_via_tipo;direccion_via_nombre;direccion_numero;direccion_codigo_postal;municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;contacto_telefono1;contacto_telefono2;contacto_telefono3;contacto_telefono4;contacto_fax;contacto_web;contacto_email1;contacto_email2;direccion_coor_x;direccion_coor_y;situación;fecha_constitución
28002270;SOLEDAD SAINZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8013*;1;Madrid-Norte;CALLE;de la Amargura;20;28770;045;Colmenar Viejo;;;918450878;;;;918458101;http://www.educa.madrid.org/cp.soledadsainz.colmenarviejo;cp.soledadsainz.colmenarviejo@educa.madrid.org;;435429;4501233;ALTA;1975-02-01
28002282;VIRGEN DE LOS REMEDIOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8781*;1;Madrid-Norte;AVDA;de la Libertad;3;28770;045;Colmenar Viejo;;;918452097;669265515;;918459203;918459203;http://www.educa.madrid.org/cp.remedios.colmenarviejo;cp.remedios.colmenarviejo@educa.madrid.org;info@virgenremedios.com;435134;4501531;ALTA;1975-02-01
28002294;NIÑO JESUS;002;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;M.DEL CARMEN GALLO COSTA;;;1;Madrid-Norte;;CADENA 12;;00000;045;Colmenar Viejo;;;0;;;;0;;;;;;BAJA;1991-03-25
28002300;SANTA MARIA;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;JOSE JUSDADO MARTIN;;;1;Madrid-Norte;;CTRA.DEL HOYO 3;;00000;045;Colmenar Viejo;;;0;;;;0;;;;;;BAJA;1968-06-27
28002312;MARQUES DE SANTILLANA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8774*;1;Madrid-Norte;CALLE;de la Isla del Rey;5;28770;045;Colmenar Viejo;;;918452114;918452207;;;918463313;http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo;ies.marquesdesantil.colmenarviejo@educa.madrid.org;;434845;4502351;ALTA;1969-06-12
28002324;ESCUELA COMARCAL DE FP;053;CPR FP;CENTRO PRIVADO DE FORMACION PROFESIONAL;PRIVADO;CARITAS;;;1;Madrid-Norte;;CTRA.DE HOYO DE MANZANARES;;00000;045;Colmenar Viejo;;;0;;;;0;;;;;;BAJA;1976-04-06
28002336;C.P.PALACIO VALDES;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;1;Madrid-Norte;;CTRA.COLMENAR VIEJO KM 2;;00000;045;Colmenar Viejo;;;0;;;;0;;;;;;BAJA; 
28002351;INTERNACIONAL PINOSIERRA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;COLEGIO INTERNACIONAL COE, S.A.;****4396*;;1;Madrid-Norte;CALLE;del Gavilán;2;28760;903;Tres Cantos;;;918040212;;;;918040600;www.casvitrescantos.es;info@casvitrescantos.es;isabel.garcia@casvitrescantos.es;439913;4493436;BAJA;1969-01-08
28002361;VIRGEN DE LA PAZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8162*;4;Madrid-Oeste;CALLE;de Goya;5;28450;046;Collado Mediano;;;918557007;918557007;;;;http://www.educa.madrid.org/cp.delapaz.colladomediano;cp.delapaz.colladomediano@educa.madrid.org;cpvirgendelapaz@hotmail.com;412816;4505384;ALTA;1974-11-15
28002373;A.E.M.;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;4;Madrid-Oeste;;SAN ANTONIO;;00000;047;Collado Villalba;;;0;;;;0;;;;;;BAJA; 
28002385;CAÑADA REAL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8731*;4;Madrid-Oeste;CALLE;el Almiar;35;28400;047;Collado Villalba;;;918500060;;;;918506550;http://www.educa.madrid.org/cp.canadareal.colladovillalba;cp.canadareal.colladovillalba@educa.madrid.org;;414458;4498946;ALTA;1976-11-30
28002397;SANTISIMA TRINIDAD;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL;****0400*;;4;Madrid-Oeste;CALLE;Morales Antuñano;7;28400;047;Collado Villalba;;;918500220;;;;918515588;http://www.educa.madrid.org/cc.trinidad.colladovillalba;cc.trinidad.colladovillalba@educa.madrid.org;administracion@colegiostrinidadvillalba.es;414652;4497956;ALTA;1956-01-31
28002403;MIGUEL DELIBES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8854*;4;Madrid-Oeste;CALLE;Ruiz de Alarcón;8;28400;047;Collado Villalba;;;918501823;918490953;;;918490169;http://www.educa.madrid.org/cp.delibes.colladovillalba;cp.delibes.colladovillalba@educa.madrid.org;;415183;4497766;ALTA;1974-07-20
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8067*;4;Madrid-Oeste;CALLE;Matalpino;22;28400;047;Collado Villalba;;;918501571;;;;918508523;http://www.educa.madrid.org/ies.jaimeferran.colladovillalba;ies.jaimeferran.colladovillalba@educa.madrid.org;;415198;4499081;ALTA;1969-07-24
28002427;VIRGEN DE LA ALMUDENA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS DE MARIA IANUA COELI;****0011*;;4;Madrid-Oeste;CTRA;Moralzarzal;10;28400;047;Collado Villalba;;;918500061;918502144;;;918510128;http://www.educa.madrid.org/cc.virgendelaalmudena.colladovillalba;cc.virgendelaalmudena.colladovillalba@educa.madrid.org;c_v_almudena@yahoo.es;415723;4499209;ALTA;1979-02-20
28002439;SEMINARIO MENOR SANTA MARIA;013;CPR PRI;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA;PRIVADO;HERMANOS MARISTAS;;;4;Madrid-Oeste;;CTRA.DE MORALZARZAL S/N;;28400;047;Collado Villalba;;;918500163;;;;0;;;;;;BAJA;1977-12-15
28002440;FRANCISCO DE VERA COLLANTES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;;;3;Madrid-Este;;PZA.ESPA A 1;;28811;048;Corpa;;;0;;;;0;;;;;;BAJA;1994-03-21
28002452;E.UNI.NIÑAS;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;3;Madrid-Este;;PZA.ESPANA 3;;00000;048;Corpa;;;0;;;;0;;;;;;BAJA; 
28002464;SAN PABLO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8051*;3;Madrid-Este;CALLE;de la Iglesia;13;28821;049;Coslada;;;916711196;;;;916711196;http://www.educa.madrid.org/cp.sanpablo.coslada;cp.sanpablo.coslada@educa.madrid.org;;451771;4475359;ALTA;1978-12-11
28002476;NTRA.SRA.DE LOS ANGELES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;;;3;Madrid-Este;;JOSE GARATE 19;;28820;049;Coslada;;;916711195;;;;0;;;;;;BAJA;1975-11-29
28002488;MAMA JUANITA;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO CONCERTADO;INSTITUTO SECULAR CRUZADA EVANGELICA;****0128*;;3;Madrid-Este;CALLE;de la Iglesia;15;28821;049;Coslada;;;916711120;;;;;http://www.mamajuanita.com;cc.mamajuanita.coslada@educa.madrid.org;DIRECCION@MAMAJUANITA.COM;451763;4475386;ALTA;1973-02-03
28002491;LEONES;002;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;CENTRO DE ESTUDIOS LEONES, S.L. 15487;;;3;Madrid-Este;CALLE;de Juan XXIII;7-9;28820;049;Coslada;;;916502573;;;;0;;;;;;BAJA;1970-10-31
28002506;VIRGEN DEL HENAR;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO VIRGEN DEL HENAR, S.L.;****1521*;;3;Madrid-Este;CALLE;de Maches Gómez;4;28821;049;Coslada;;;916717171;;;;916717171;http://www.educa.madrid.org/cc.virgendelhenar.coslada;cc.virgendelhenar.coslada@educa.madrid.org;virgenhenar@wanadoo.es;452169;4475393;ALTA;1972-12-05
28002518;SAN FERNANDO;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;ESTUDIOS COSLADA S.L.2387;;;3;Madrid-Este;;DR.BARRAQUER,2 Y RIVAS,19;;00000;049;Coslada;;;0;;;;0;;;;;;BAJA;1970-03-11
28002521;DOCTOR MARAÑON;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COLEGIO DOCTOR MARAÑON, S.A.;;;3;Madrid-Este;;PZA.DR.MARAÑON 8-9;;28820;049;Coslada;;;916711503;;;;0;;;;;;BAJA;1973-01-16
28002531;NTRA. SRA. DE BEGOÑA;011;CPR EGB;CENTRO PRIVADO DE EDUCACIÓN GENERAL BASICA;PRIVADO;MARIANO MUNOZ GONZALEZ;;;3;Madrid-Este;;HONDURAS (CONFL.CON MEXICO)OTRO DOM.F.P.;;00000;049;Coslada;;;0;;;;0;;;;;;BAJA;1970-03-10
28002543;SAN ESTEBAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8897*;3;Madrid-Este;AVDA;de San Pablo;29;28823;049;Coslada;;;916731330;620745255;;;;http://www.educa.madrid.org/cp.sanesteban.coslada;cp.sanesteban.coslada@educa.madrid.org;amelia.angosto@madrid.org;454897;4476625;ALTA;1975-11-29
28002555;VIRGEN DEL AMOR HERMOSO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8271*;3;Madrid-Este;AVDA;de Lisboa;9;28822;049;Coslada;;;916715082;;;;916738021;http://www.educa.madrid.org/cp.amorhermoso.coslada;cp.amorhermoso.coslada@educa.madrid.org;;453995;4474202;BAJA;1975-05-02
28002567;COL.N.M.;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;3;Madrid-Este;;CIUDAD SETENTA;;00000;049;Coslada;;;0;;;;0;;;;;;BAJA;1975-05-02
28002579;VIRGEN DEL MAR;002;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;ISABEL NAVAS RODRIGUEZ;;;3;Madrid-Este;;VIRGEN DEL MAR 12;;00000;049;Coslada;;;0;;;;0;;;;;;BAJA;1977-03-25
28002580;MIGUEL CATALÁN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8273*;3;Madrid-Este;AVDA;de José Gárate;s/n;28823;049;Coslada;;;916727142;;;;916727111;http://www.educa.madrid.org/ies.miguelcatalan.coslada;ies.miguelcatalan.coslada@educa.madrid.org;;454090;4475869;ALTA;1976-07-16
28002592;ESC.HOGAR STA.MARIA DE LOS APOSTOLES;030;EHO;ESCUELA HOGAR;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;SAGRADO CORAZON 28;;00000;050;Cubas de la Sagra;;;0;;;;0;;;;;;BAJA; 
28002609;NUESTRA SEÑORA DE LA SOLEDAD;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8409*;2;Madrid-Sur;CALLE;Francisco de Quevedo;3;28978;050;Cubas de la Sagra;;;918142162;;;;912749979;http://www.educa.madrid.org/cp.soledad.cubas;cp.soledad.cubas@educa.madrid.org;;429307;4449552;ALTA;1978-10-23
28002610;SANTO ANGEL DE LA GUARDA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;;;28694;051;Chapinería;;;918650397;;;;0;;;;;;BAJA;1994-03-21
28002622;COL.DE PARV.;001;CP PRE;CENTRO PUBLICO DE EDUCACION PREESCOLAR;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;PZA.DE LA CONSTITUCION S/N;;00000;051;Chapinería;;;0;;;;0;;;;;;BAJA; 
28002634;E.UNI.NIÑAS;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;OLIVAR S/N;;00000;051;Chapinería;;;0;;;;0;;;;;;BAJA; 
28002646;HERMANOS ORTIZ DE ZARATE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8806*;3;Madrid-Este;CALLE;Sociedad de Cosecheros;2;28370;052;Chinchón;;;918940961;639728389;;;918941028;http://www.educa.madrid.org/cp.ortizdezarate.chinchon;cp.ortizdezarate.chinchon@educa.madrid.org;;464323;4443101;ALTA;1974-11-15
28002658;SANTIAGO;040;IBT;INSTITUTO DE BACHILLERATO;PÚBLICO;AYUNTAMIENTO;;;3;Madrid-Este;;HERMANOS MARISTAS 7;;00000;052;Chinchón;;;0;;;;0;;;;;;BAJA; 
28002661;CASTILLA;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;NO TIENE;;;3;Madrid-Este;;HERNAN CORTES 6;;00000;052;Chinchón;;;0;;;;0;;;;;;BAJA; 
28002671;ANGEL BERZAL FERNANDEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8898*;3;Madrid-Este;CMNO;del Fresno de Torote;s/n;28814;053;Daganzo de Arriba;;;918841258;;;;;http://www.educa.madrid.org/cp.angelberzalfern.daganzo;cp.angelberzalfern.daganzo@educa.madrid.org;;461596;4488900;ALTA;1978-02-04
28002683;GODIN;011;CPR EGB;CENTRO PRIVADO DE EDUCACIÓN GENERAL BASICA;PRIVADO;AGRUPACION SINDICAL N 49;;;3;Madrid-Este;;HERNAN CORTES 6;;00000;053;Daganzo de Arriba;;;0;;;;0;;;;;;BAJA;1977-01-18
28002695;FELIPE II;012;CP PRI;COLEGIO DE EDUCACIÓN PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8139*;4;Madrid-Oeste;CALLE;de Alfonso XIII;5;28280;054;Escorial, El;;;918960697;;;;918909153;http://www.educa.madrid.org/cp.felipesegundo.elescorial;cp.felipesegundo.elescorial@educa.madrid.org;cepfelipesegundo@gmail.com;404854;4492927;ALTA;1974-07-20
28002713;PADRE GERARDO GIL;003;EEI;ESCUELA INFANTIL;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8562*;4;Madrid-Oeste;CALLE;del Padre Villacastín;s/n;28280;054;Escorial, El;;;918902850;696202048;;;918901992;http://www.educa.madrid.org/eei.gerardogil.elescorial;eei.gerardogil.elescorial@educa.madrid.org;eeigerardogil@yahoo.es;404651;4493218;ALTA;1975-07-24
28002725;C.P.;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;4;Madrid-Oeste;;PERALEJO;;00000;054;Escorial, El;;;0;;;;0;;;;;;BAJA; 
28002737;CARLOS RUIZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8192*;3;Madrid-Este;CALLE;del Prado;2;28595;055;Estremera;;;918721356;;;;918721649;http://www.educa.madrid.org/cp.carlosruiz.estremera;cp.carlosruiz.estremera@educa.madrid.org;;490842;4448099;ALTA;1900-01-01
28002749;C.P.S.BARTOLOME;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;4;Madrid-Oeste;;REAL S/N;;00000;056;Fresnedillas de la Oliva;;;0;;;;0;;;;;;BAJA; 
28002750;SAN BARTOLOME;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;;;4;Madrid-Oeste;;REAL S/N;;28214;056;Fresnedillas de la Oliva;;;918989257;;;;0;;;;;;BAJA;1994-03-21
28002762;E.M.MARQUES DE ALMENARA;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;3;Madrid-Este;;EXTRAMUROS S/N;;00000;057;Fresno de Torote;;;0;;;;0;;;;;;BAJA; 
28002774;SANTA TERESA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;COLEGIO STA. TERESA S.L.;****1472*;;2;Madrid-Sur;CALLE;del Escorial;4;28944;058;Fuenlabrada;;;916900624;;;;;;;;;;BAJA;1968-10-26
28002786;FERRER I GUARDIA;071;CP PRI-SEC;COLEGIO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;TRAV.DE LA ARENA, S/N;;28940;058;Fuenlabrada;;;916909677;;;;0;;;;;;BAJA;1975-09-03
28002798;MONCAYO II;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;URBANO BEJARANO FDEZ 27-6-80;;;2;Madrid-Sur;;NIEVES,5 (P)NIEVES,2 Y S.JOSE,28 (EGB);;00000;058;Fuenlabrada;;;0;;;;0;;;;;;BAJA;1972-11-22
28002804;SAN ESTEBAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8509*;2;Madrid-Sur;CALLE;de los Ángeles;13;28944;058;Fuenlabrada;;;916905830;638776885;;;916060384;http://www.educa.madrid.org/cp.sanesteban.fuenlabrada;cp.sanesteban.fuenlabrada@educa.madrid.org;;432929;4459864;ALTA;1975-09-03
28002816;LOS ANDES;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;COLOMBIA, S/N;;28940;058;Fuenlabrada;;;916900049;;;;0;;;;;;BAJA;1977-06-17
28002828;VIRGEN DEL MAR;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;SILVESTRE ROBLES RAMOS;;;2;Madrid-Sur;;SEVILLA,6 SAN ANTONIO,7 PREES.;;00000;058;Fuenlabrada;;;0;;;;0;;;;;;BAJA;1975-05-06
28002831;VIRGEN DE LA VEGA;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COLEGIO VIRGEN DE LA VEGA, S.L.;;;2;Madrid-Sur;;VEGA, 2 Y PAULAR, 12;;28940;058;Fuenlabrada;;;916157729;;;;0;;;;;;BAJA;1963-04-10
28002853;MARTINA GARCIA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8491*;1;Madrid-Norte;AVDA;Julián Sánchez;17;28140;059;Fuente el Saz de Jarama;;;916200825;916200811;;;916224053;http://www.educa.madrid.org/cp.martinagarcia.fuenteelsaz;cp.martinagarcia.fuenteelsaz@educa.madrid.org;;456391;4497763;ALTA;1976-08-28
28002865;ALARILLA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8804*;3;Madrid-Este;CALLE;de la Virgen de Alarilla;10;28597;060;Fuentidueña de Tajo;;;918728403;;;;918728403;http://www.educa.madrid.org/cp.alarilla.fuentiduena;cp.alarilla.fuentiduena@educa.madrid.org;;486272;4440687;ALTA;1975-04-21
28002877;CARLOS RUIZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8183*;4;Madrid-Oeste;CALLE;Colmenarejo;40;28260;061;Galapagar;;;918587015;;;;918581268;http://www.educa.madrid.org/cp.carlosruiz.galapagar;cp.carlosruiz.galapagar@educa.madrid.org;;414831;4492099;ALTA;1976-01-01
28002889;SAN JOSE DE CALASANZ;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;PATROCINIO ARIAS CUESTA;;;4;Madrid-Oeste;;PZA.JOSE ANTONIO 7;;00000;061;Galapagar;;;0;;;;0;;;;;;BAJA;1963-06-18
28002890;SAN GREGORIO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8185*;4;Madrid-Oeste;CTRA;de Galapagar-La Navata;s/n;28260;061;Galapagar;;;918581371;;;;918582572;http://www.educa.madrid.org/cp.sangregorio.galapagar;cp.sangregorio.galapagar@educa.madrid.org;;415560;4492944;ALTA;1974-07-20
28002907;CENTRO TECNICO SUPERIOR ALMAGRO;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;PROMOCION DE ACTIVOS DOCENTES, S.L.;;;5;Madrid-Capital;CALLE;de Almagro;8;28010;079;Madrid;;;913087048;;;;0;;;;;;BAJA;1997-10-03
28002919;E.UNI.NIÑAS CARLOS RUIZ;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;1;Madrid-Norte;;EXTRARRADIO;;00000;062;Garganta de los Montes;;;0;;;;0;;;;;;BAJA; 
28002920;E.M.;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;1;Madrid-Norte;;PZA.DEL ANGEL S/N;;00000;064;Gascones;;;0;;;;0;;;;;;BAJA; 
28002932;C.N.M.PARQUE DE LAS MARGARITAS;010;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;;;2;Madrid-Sur;;AV.DEL PARQUE 6;;00000;065;Getafe;;;0;;;;0;;;;;;BAJA;1974-07-20
28002944;LA ALHONDIGA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8759*;2;Madrid-Sur;CALLE;Buenavista;26;28904;065;Getafe;;;916952103;691674753;;;916010676;http://www.educa.madrid.org/cp.laalhondiga.getafe;cp.laalhondiga.getafe@educa.madrid.org;;437305;4462080;ALTA;1900-01-01
28002956;ORTIZ ECHAGÜE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8138*;2;Madrid-Sur;CALLE;Titulcia;24;28903;065;Getafe;;;916955453;;;;916955453;http://www.educa.madrid.org/cp.ortizechague.getafe;cp.ortizechague.getafe@educa.madrid.org;;438495;4462697;ALTA;1900-01-01
28002968;SANTA MARGARITA MARIA ALACOQUE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8585*;2;Madrid-Sur;AVDA;de las Ciudades;19;28903;065;Getafe;;;916953023;;;;;http://www.educa.madrid.org/cp.santamargarita.getafe;cp.santamargarita.getafe@educa.madrid.org;;438691;4463387;ALTA;1974-07-20
28002971;UNITARIA DE NINOS;011;CPR EGB;CENTRO PRIVADO DE EDUCACIÓN GENERAL BASICA;PRIVADO;PATRONATO LANZ IBERICA;;;2;Madrid-Sur;;BLOQUE B 3;;00000;065;Getafe;;;0;;;;0;;;;;;BAJA;1982-04-22
28002981;SAGRADO CORAZON;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8766*;2;Madrid-Sur;CALLE;Guadalajara;2;28901;065;Getafe;;;916953007;;;;916963091;http://www.educa.madrid.org/cp.sagradocorazon.getafe;cp.sagradocorazon.getafe@educa.madrid.org;;437744;4461979;ALTA;1900-01-01
28002993;BERMAR;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;NO TIENE;;;2;Madrid-Sur;;PERALES 11;;00000;065;Getafe;;;0;;;;0;;;;;;BAJA;1976-09-06
28003006;CASAL;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;ELMA CASAL PEREZ;;;2;Madrid-Sur;;ALMAGRO 13 BIS;;28903;065;Getafe;;;0;;;;0;;;;;;BAJA;1968-02-18
28003018;LA INMACULADA;002;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;RAFAELA SIERRA BUENDIA;;;2;Madrid-Sur;;SAN JOSE DE CALASANZ 9;;00000;065;Getafe;;;0;;;;0;;;;;;BAJA;1966-02-14
28003021;LICEO JUAN DE LA CIERVA I;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;LICEO JUAN DE LA CIERVA, S.L.;****0324*;;2;Madrid-Sur;CALLE;Tarragona;3;28903;065;Getafe;;;916830742;;;;916830742;http://www.educa.madrid.org/cc.liceojuancierva.getafe;cc.liceojuancierva.getafe@educa.madrid.org;liceojuanciervagetafe@hotmail.com;438656;4462559;ALTA;1971-05-10
28003031;EL GRECO I;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;DIONISIO CIDAD DIEZ Y SIXTO RUIZ GARCIA;;;2;Madrid-Sur;;PZA.JIMENEZ DIAZ 9ROSA 6 PENSAMIENTO 2;;00000;065;Getafe;;;0;;;;0;;;;;;BAJA;1979-02-08
28003043;SAN ESTEBAN;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;FELISA ESTEBAN PEREZ Y DOS MAS 16-3-82;;;2;Madrid-Sur;;VALDEMORO 2;;00000;065;Getafe;;;0;;;;0;;;;;;BAJA;1968-07-31
