num_expediente,fecha_hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorol贸gico,wktGeometry,positiva_alcohol,positiva_droga,peaton_involucrado,vehiculos_involucrados,lesividad,nivel_lesividad
2025S003213,2025-01-11T13:57:00+01:00,CALL. ALCALA / AVDA. MENENDEZ PELAYO,4,SALAMANCA,Alcance,Despejado,POINT(-3.68057363329 40.4226833836),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003238,2025-01-11T15:45:00+01:00,CALL. GANDIA,3,RETIRO,Atropello a persona,Despejado,POINT(-3.67014172508 40.3977802092),false,false,true,Furgoneta,Sin asistencia sanitaria,1
2025S003243,2025-01-11T14:33:00+01:00,AUTOV. M-30,5,CHAMART脥N,Alcance,Despejado,POINT(-3.67408088863 40.4807573845),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003244,2025-01-11T16:15:00+01:00,PASEO. SAN ILLAN / PASEO. ERMITA DEL SANTO,11,CARABANCHEL,Choque contra obst谩culo fijo,Despejado,POINT(-3.7249234815 40.4021344491),false,false,false,Turismo,Desconocido,5
2025S003245,2025-01-11T16:30:00+01:00,PLAZA. CARDENAL CISNEROS,9,MONCLOA-ARAVACA,Alcance,,POINT(-3.72595074849 40.4396055652),false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S003257,2025-01-11T15:10:00+01:00,AUTOV. M-30,13,PUENTE DE VALLECAS,Colisi贸n lateral,,POINT(-3.68767696222 40.3816771095),false,false,false,Motocicleta > 125cc,Desconocido,5
2025S003259,2025-01-11T14:55:00+01:00,AUTOV. M-30,5,CHAMART脥N,Alcance,Despejado,POINT(-3.68176049559 40.4829916033),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003260,2025-01-11T15:10:00+01:00,CALL. FRANCFORT / AVDA. GUADALAJARA,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.60706542361 40.4242008453),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003261,2025-01-11T15:20:00+01:00,CALL. RIOCABADO,10,LATINA,Colisi贸n lateral,,POINT(-3.74057618139 40.4034857109),false,false,false,Turismo,Desconocido,5
2025S003262,2025-01-11T17:00:00+01:00,CALL. CAMARENA,10,LATINA,Colisi贸n fronto-lateral,,POINT(-3.75779360785 40.3856263042),false,false,false,Turismo,Desconocido,5
2025S003263,2025-01-11T18:20:00+01:00,CALL. ALBURQUERQUE,7,CHAMBER脥,Choque contra obst谩culo fijo,Despejado,POINT(-3.70222172946 40.4311305159),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S003269,2025-01-11T20:00:00+01:00,AUTOV. M-30,14,MORATALAZ,Alcance,,POINT(-3.66105419354 40.413201998),false,false,false,Turismo,Desconocido,5
2025S003270,2025-01-11T15:35:00+01:00,AVDA. ALBUFERA / AVDA. PABLO NERUDA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.6440995901 40.3890992924),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003271,2025-01-11T19:25:00+01:00,CALL. SIERRA VIEJA,18,VILLA DE VALLECAS,Choque contra obst谩culo fijo,Despejado,POINT(-3.62422965922 40.3783252497),false,false,false,"Furgoneta, Turismo",Desconocido,1
2025S003272,2025-01-11T19:39:00+01:00,CALL. CORBETA,21,BARAJAS,Colisi贸n lateral,Despejado,POINT(-3.5868062433 40.4559542046),false,false,false,"Autob煤s, Turismo",Sin asistencia sanitaria,1
2025S003273,2025-01-11T17:55:00+01:00,CALL. CHIMBO,11,CARABANCHEL,Atropello a persona,Despejado,POINT(-3.72955592763 40.3825916632),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003274,2025-01-11T16:15:00+01:00,AVDA. MONFORTE DE LEMOS,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.70493992976 40.4791588795),false,false,false,"Autobus EMT, Turismo",Sin asistencia sanitaria,1
2025S003275,2025-01-11T15:45:00+01:00,PLAZA. MONDARIZ,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.70472400211 40.4788178564),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003276,2025-01-11T20:18:00+01:00,AVDA. BETANZOS,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,POINT(-3.71127538621 40.4746876617),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003277,2025-01-11T04:20:00+01:00,CALL. GRAN VIA,1,CENTRO,Alcance,Despejado,POINT(-3.70225954256 40.420031162),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S003279,2025-01-11T21:25:00+01:00,CALL. MARCELO USERA / AVDA. RAFAELA YBARRA,12,USERA,Alcance,,POINT(-3.71182892999 40.3851526161),false,false,false,"Todo terreno, Turismo",Desconocido,5
2025S003280,2025-01-11T20:15:00+01:00,CALL. ISLA DE TABARCA / CALL. FERMIN CABALLERO,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.7220796634 40.4778188428),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S003281,2025-01-11T22:05:00+01:00,CALL. GINZO DE LIMIA / CALL. SINESIO DELGADO,8,FUENCARRAL-EL PARDO,Colisi贸n lateral,Despejado,POINT(-3.70262166931 40.4752000492),false,false,false,"Ciclomotor, Turismo",Sin asistencia sanitaria,1
2025S003282,2025-01-11T19:00:00+01:00,CALL. COLLADO DE CERRO MALEJO,8,FUENCARRAL-EL PARDO,Alcance,Despejado,POINT(-3.71738652196 40.4891182466),false,false,false,"Todo terreno, Turismo",Desconocido,5
2025S003283,2025-01-11T22:55:00+01:00,CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL,16,HORTALEZA,Colisi贸n fronto-lateral,Despejado,POINT(-3.63127133925 40.4688009847),false,false,false,Turismo,Desconocido,5
2025S003284,2025-01-11T21:40:00+01:00,CALL. ALCALA / PLAZA. MANUEL BECERRA,4,SALAMANCA,Colisi贸n fronto-lateral,Despejado,POINT(-3.66831009014 40.4282324206),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S003285,2025-01-11T22:50:00+01:00,CALL. AREQUIPA,16,HORTALEZA,Alcance,Despejado,POINT(-3.64082823233 40.4690186635),false,false,false,"Ciclomotor, Motocicleta hasta 125cc",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003295,2025-01-11T22:24:00+01:00,CALL. TESEO,20,SAN BLAS-CANILLEJAS,Ca铆da,Despejado,POINT(-3.63559964006 40.4461826928),true,false,false,VMU el茅ctrico,Sin asistencia sanitaria,1
2025S003312,2025-01-11T22:00:00+01:00,AVDA. ALBUFERA / AVDA. ALBUFERA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.63373512946 40.3844808312),false,false,false,Turismo,Asistencia sanitaria ambulatoria con posterioridad,4
2025S003313,2025-01-11T22:15:00+01:00,CALL. CALDERILLA / CALL. REAL,11,CARABANCHEL,Colisi贸n lateral,Despejado,POINT(-3.74087428774 40.3629429314),false,false,false,Turismo,Desconocido,5
2025S003317,2025-01-11T22:45:00+01:00,CALL. GENERAL RICARDOS / CALL. ALONDRA,11,CARABANCHEL,Colisi贸n lateral,Despejado,POINT(-3.73437337079 40.3868404836),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003336,2025-01-11T22:30:00+01:00,CALL. ALCALA / CALL. VALENTIN BEATO,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.62670704744 40.4409609663),false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S003348,2025-01-11T22:30:00+01:00,AVDA. MENENDEZ PELAYO / CALL. IBIZA,3,RETIRO,Colisi贸n lateral,Despejado,POINT(-3.67892763065 40.4184227744),false,false,false,Turismo,Desconocido,5
2025S003412,2025-01-11T12:40:00+01:00,CALL. CABALLERO DE LA TRISTE FIGURA,8,FUENCARRAL-EL PARDO,Colisi贸n frontal,Despejado,POINT(-3.69036889959 40.5032736555),false,false,false,Turismo,Desconocido,5
2025S003425,2025-01-11T13:35:00+01:00,CALL. BLANCA DE CASTILLA / CALL. LA SALLE,9,MONCLOA-ARAVACA,Alcance,Despejado,POINT(-3.78311304279 40.466007098),false,false,false,Turismo,Desconocido,5
2025S003431,2025-01-11T13:50:00+01:00,AVDA. CAMINO DE SANTIAGO / CALL. PALAS DE REY,8,FUENCARRAL-EL PARDO,Colisi贸n lateral,Despejado,POINT(-3.66974677389 40.5088183792),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S003432,2025-01-11T13:00:00+01:00,CALL. BUEN GOBERNADOR,15,CIUDAD LINEAL,Ca铆da,Despejado,POINT(-3.6544464134 40.4331135478),false,false,false,Bicicleta,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S003434,2025-01-11T12:35:00+01:00,AEROP. TERMINAL T-1,21,BARAJAS,Colisi贸n lateral,Despejado,POINT(-3.57187716405 40.4631371393),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S003360,2025-01-12T03:37:00+01:00,AVDA. ANDALUCIA / AVDA. FUEROS,12,USERA,Alcance,Despejado,POINT(-3.69444084063 40.3703662943),false,true,false,Motocicleta hasta 125cc,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S003379,2025-01-12T04:05:00+01:00,IDB. AVENIDA DE LOS ROSALES / CTRA. VILLAVERDE A VALLECAS,17,VILLAVERDE,Choque contra obst谩culo fijo,Despejado,POINT(-3.68337087195 40.3612519375),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S003384,2025-01-12T04:35:00+01:00,CALL. SINESIO DELGADO,8,FUENCARRAL-EL PARDO,Choque contra obst谩culo fijo,Despejado,POINT(-3.72329112661 40.4609825392),false,false,false,Turismo,Desconocido,5
2025S003423,2025-01-12T07:05:00+01:00,CALL. ARAUCARIA / CALL. MARIA ZAYAS,6,TETU脕N,Colisi贸n lateral,,POINT(-3.7008390437 40.4591929313),false,false,false,Turismo,Desconocido,5
2025S003429,2025-01-12T07:05:00+01:00,CALL. ALCALDE SAINZ DE BARANDA,4,SALAMANCA,Vuelco,Despejado,POINT(-3.66174771738 40.4214323064),false,false,false,Furgoneta,Desconocido,5
2025S003439,2025-01-12T11:15:00+01:00,CALL. MIGUEL MOYA,1,CENTRO,Choque contra obst谩culo fijo,Despejado,POINT(-3.7056832623 40.4205418483),false,false,false,"Bicicleta, Turismo",Desconocido,1
2025S003444,2025-01-12T10:00:00+01:00,CALL. ESTRELLA POLAR,3,RETIRO,Choque contra obst谩culo fijo,Despejado,POINT(-3.66647820467 40.4110447205),true,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S003453,2025-01-12T11:08:00+01:00,AUTOV. A-2,15,CIUDAD LINEAL,Choque contra obst谩culo fijo,,POINT(-3.65854709089 40.444973161),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003454,2025-01-12T12:00:00+01:00,IDB. PUENTE DE VENTAS,15,CIUDAD LINEAL,Colisi贸n lateral,Despejado,POINT(-3.660454641 40.4314397355),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003455,2025-01-12T12:00:00+01:00,CTRA. BARRIO DE LA FORTUNA / CALL. TROMPAS,10,LATINA,Alcance,Despejado,POINT(-3.76587441453 40.3719873723),false,false,false,Turismo,Desconocido,5
2025S003456,2025-01-12T12:45:00+01:00,PASEO. CASTELLANA / AVDA. MONFORTE DE LEMOS,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.6872845349 40.4751210978),false,false,false,Turismo,Desconocido,5
2025S003459,2025-01-12T13:15:00+01:00,AVDA. GRAN VIA DE VILLAVERDE / AVDA. ANDALUCIA,17,VILLAVERDE,Alcance,Despejado,POINT(-3.69285441738 40.3454205015),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003460,2025-01-12T12:30:00+01:00,AVDA. LOS ROSALES,17,VILLAVERDE,Ca铆da,Nublado,POINT(-3.68193755302 40.3604315575),false,false,false,Bicicleta,Sin asistencia sanitaria,1
2025S003475,2025-01-12T14:40:00+01:00,RONDA. ATOCHA / CALL. VALENCIA,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.69937921392 40.4059674772),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003476,2025-01-12T15:57:00+01:00,CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON,4,SALAMANCA,Colisi贸n m煤ltiple,Despejado,POINT(-3.67458706057 40.4346554382),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003487,2025-01-12T16:40:00+01:00,CALL. ARROYO FONTARRON,14,MORATALAZ,Colisi贸n frontal,,POINT(-3.63511739316 40.3949238091),false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S003489,2025-01-12T16:45:00+01:00,CALL. MENDEZ ALVARO / CALL. PEDRO BOSCH,2,ARGANZUELA,Solo salida de la v铆a,Despejado,POINT(-3.67995712024 40.3953985634),false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S003500,2025-01-12T14:00:00+01:00,CALL. BOLIVAR,2,ARGANZUELA,Colisi贸n fronto-lateral,Despejado,POINT(-3.68942976458 40.3929820926),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003503,2025-01-12T17:40:00+01:00,CALL. SANTA ALICIA / CALL. SIERRA MOLINA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.66778202795 40.3879379162),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003504,2025-01-12T17:55:00+01:00,AVDA. GRAN VIA DE VILLAVERDE,17,VILLAVERDE,Atropello a persona,Despejado,,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003505,2025-01-12T18:40:00+01:00,PASEO. RECOLETOS / CALL. PRIM,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.69188213262 40.4219045473),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003507,2025-01-12T19:15:00+01:00,CALL. PRINCIPE DE VERGARA / PLAZA. CATALU脩A,5,CHAMART脥N,Colisi贸n fronto-lateral,Despejado,POINT(-3.67804025491 40.4486082141),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S003509,2025-01-12T14:20:00+01:00,CALL. CARMEN,1,CENTRO,Choque contra obst谩culo fijo,Despejado,POINT(-3.70350408194 40.4172938568),false,false,false,Turismo,Desconocido,5
2025S003528,2025-01-12T20:55:00+01:00,CALL. O'DONNELL,3,RETIRO,Ca铆da,Despejado,POINT(-3.67116445687 40.421260906),false,false,false,Motocicleta hasta 125cc,Atenci贸n en urgencias sin posterior ingreso,6
2025S003529,2025-01-12T21:08:00+01:00,CALL. DARRO,5,CHAMART脥N,Colisi贸n fronto-lateral,,POINT(-3.68578003655 40.4513103007),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003530,2025-01-12T21:25:00+01:00,CALL. LAGASCA / CALL. MARIA DE MOLINA,4,SALAMANCA,Colisi贸n fronto-lateral,Despejado,POINT(-3.68428513798 40.43763448),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003531,2025-01-12T21:30:00+01:00,AVDA. SAN DIEGO / CALL. PUERTO DE ARLABAN,13,PUENTE DE VALLECAS,Colisi贸n lateral,Despejado,POINT(-3.66757698342 40.3862634077),false,false,false,Turismo,Desconocido,1
2025S003532,2025-01-12T20:42:00+01:00,CALL. CARTAGENA,5,CHAMART脥N,Colisi贸n lateral,Despejado,POINT(-3.67348906139 40.4392294136),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S003533,2025-01-12T21:00:00+01:00,CALL. ALCALA / CALL. RAQUEL MELLER,15,CIUDAD LINEAL,Ca铆da,Despejado,POINT(-3.65734614746 40.4318448407),false,false,false,VMU el茅ctrico,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S003534,2025-01-12T22:10:00+01:00,CALL. ALIANZA / CALL. COALICION,17,VILLAVERDE,Colisi贸n fronto-lateral,Despejado,POINT(-3.68804496157 40.3576295795),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S003535,2025-01-12T22:10:00+01:00,CALL. ORENSE / CALL. HERNANI,6,TETU脕N,Colisi贸n fronto-lateral,,POINT(-3.69542676143 40.4478833038),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S003539,2025-01-12T23:40:00+01:00,CALL. LA DILIGENCIA,13,PUENTE DE VALLECAS,Solo salida de la v铆a,Despejado,POINT(-3.66103285521 40.3833099795),false,false,false,Turismo,Ingreso inferior o igual a 24 horas,7
2025S003548,2025-01-12T22:30:00+01:00,AUTOV. M-30 / AUTOV. M-30,5,CHAMART脥N,Alcance,Despejado,POINT(-3.67444710003 40.4760886086),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S003700,2025-01-12T11:20:00+01:00,CALL. VIA DE DUBLIN,21,BARAJAS,Choque contra obst谩culo fijo,Despejado,POINT(-3.61225943491 40.4691735253),false,false,false,"Bicicleta, Turismo",Ingreso inferior o igual a 24 horas,1
2025S003715,2025-01-12T13:40:00+01:00,CALL. EDUARDO MARQUINA,11,CARABANCHEL,Otro,,POINT(-3.71238662681 40.3933564555),false,false,false,Turismo,Desconocido,5
2025S003793,2025-01-12T21:00:00+01:00,CALLE PINTOR BRENES 6,16,HORTALEZA,Choque contra obst谩culo fijo,Despejado,POINT(-3.65098575614 40.4679078508),false,false,false,Turismo,Desconocido,5
2025S003795,2025-01-12T21:25:00+01:00,CALL. LA MASO / CALL. CERRO MINGUETE,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,POINT(-3.71438408233 40.4863891212),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003537,2025-01-13T00:10:00+01:00,CALL. SATURNINO TEJERA,11,CARABANCHEL,Choque contra obst谩culo fijo,Despejado,POINT(-3.74464792268 40.3837116892),true,false,false,Turismo,Desconocido,5
2025S003556,2025-01-13T04:00:00+01:00,CALL. O'DONNELL / AUTOV. M-30,4,SALAMANCA,Choque contra obst谩culo fijo,Despejado,POINT(-3.6608564028 40.4182842369),true,false,false,Turismo,Ingreso inferior o igual a 24 horas,7
2025S003625,2025-01-13T05:55:00+01:00,CALL. LOPEZ DE HOYOS / CALL. ANTONIO ZAPATA,5,CHAMART脥N,Colisi贸n fronto-lateral,Despejado,POINT(-3.67126833936 40.4459360263),false,false,false,"Ciclomotor, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003653,2025-01-13T06:45:00+01:00,CALL. LUIS DE HOYOS SAINZ,14,MORATALAZ,Choque contra obst谩culo fijo,Despejado,POINT(-3.63641616228 40.4039617938),true,false,false,Turismo,Desconocido,5
2025S003677,2025-01-13T07:40:00+01:00,CALL. MONTEARAGON,16,HORTALEZA,Atropello a persona,Despejado,POINT(-3.65927849642 40.4631041058),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003698,2025-01-13T08:40:00+01:00,CALL. ALAMEDA DEL VALLE / TALAMANCA DEL JARAMA,18,VILLA DE VALLECAS,Atropello a persona,Despejado,POINT(-3.62041713722 40.3659491956),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003699,2025-01-13T08:00:00+01:00,CALL. LOPEZ DE HOYOS / CALL. PRINCIPE DE VERGARA,5,CHAMART脥N,Colisi贸n lateral,Despejado,POINT(-3.67857404994 40.4418843631),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S003701,2025-01-13T08:50:00+01:00,CALL. JOSE ORTEGA Y GASSET,4,SALAMANCA,Alcance,Despejado,POINT(-3.6725459138 40.4297754285),false,false,false,Turismo,Desconocido,5
2025S003706,2025-01-13T08:50:00+01:00,AUTOV. M-30,13,PUENTE DE VALLECAS,Colisi贸n lateral,Despejado,POINT(-3.67423872864 40.3938644677),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S003707,2025-01-13T08:50:00+01:00,CALL. VIA LUSITANA,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.71843501275 40.3848414894),false,false,false,"Cami贸n r铆gido, Turismo",Sin asistencia sanitaria,1
2025S003710,2025-01-13T09:40:00+01:00,AVDA. ALBUFERA / AVDA. CAMPUS SUR,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.63360630091 40.3845626192),false,false,false,Turismo,Desconocido,5
2025S003711,2025-01-13T09:00:00+01:00,CALL. O'DONNELL,4,SALAMANCA,Colisi贸n fronto-lateral,Despejado,POINT(-3.67332373671 40.4214735769),false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S003716,2025-01-13T09:50:00+01:00,PLAZA. INDEPENDENCIA / CALL. ALCALA,4,SALAMANCA,Colisi贸n fronto-lateral,Despejado,POINT(-3.68931624788 40.4199739215),false,false,false,"Motocicleta > 125cc, Motocicleta hasta 125cc",Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S003717,2025-01-13T09:15:00+01:00,GTA. EMBAJADORES / PASEO. ACACIAS,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.70228067487 40.4050579935),false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003720,2025-01-13T09:40:00+01:00,AUTOV. M-23,14,MORATALAZ,Alcance,Despejado,POINT(-3.64953078741 40.4160330909),false,false,false,Turismo,Desconocido,5
2025S003732,2025-01-13T11:50:00+01:00,GTA. OLGA RAMOS / CALL. ARROYO DEL MONTE,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.72382115277 40.4916726952),false,false,false,Turismo,Desconocido,5
2025S003736,2025-01-13T08:30:00+01:00,AUTOV. M-30,14,MORATALAZ,Alcance,Despejado,POINT(-3.66007759811 40.4061354603),false,false,false,"Motocicleta > 125cc, Turismo",Atenci贸n en urgencias sin posterior ingreso,1
2025S003737,2025-01-13T10:05:00+01:00,AVDA. COMUNIDADES / AVDA. GRAN VIA DEL ESTE,19,VIC脕LVARO,Atropello a persona,Despejado,POINT(-3.60697441965 40.39308395),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003738,2025-01-13T12:00:00+01:00,CALL. LEON FELIPE,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.63892233402 40.3873352023),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003739,2025-01-13T08:42:00+01:00,AUTOV. M-30,13,PUENTE DE VALLECAS,Alcance,Despejado,POINT(-3.67449641092 40.3937098104),false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S003740,2025-01-13T11:11:00+01:00,AVDA. AMERICA,21,BARAJAS,Alcance,Despejado,POINT(-3.60374838403 40.4500561416),false,false,false,"Autob煤s, Turismo",Sin asistencia sanitaria,1
2025S003753,2025-01-13T11:55:00+01:00,CALL. RUFINO BLANCO,4,SALAMANCA,Choque contra obst谩culo fijo,Despejado,POINT(-3.66529872798 40.426511045),false,false,false,"Tractocami贸n, Turismo",Desconocido,5
2025S003787,2025-01-13T12:30:00+01:00,CALL. BUSTAMANTE / CALL. GENERAL LACY,2,ARGANZUELA,Colisi贸n lateral,Despejado,POINT(-3.69106384021 40.4006841083),false,false,false,Turismo,Desconocido,5
2025S003788,2025-01-13T13:30:00+01:00,CALL. CAMINO VIEJO DE LEGANES / AVDA. OPORTO,11,CARABANCHEL,Atropello a persona,Despejado,POINT(-3.72774453913 40.3861436473),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003792,2025-01-13T13:30:00+01:00,CALL. GENERAL DIAZ PORLIER / CALL. AYALA,4,SALAMANCA,Ca铆da,Despejado,POINT(-3.67697448008 40.4281820092),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S003794,2025-01-13T15:05:00+01:00,AUTOV. M-30,2,ARGANZUELA,Colisi贸n lateral,,POINT(-3.67751591843 40.391665113),false,false,false,Turismo,Desconocido,5
2025S003796,2025-01-13T15:10:00+01:00,CALL. CARAMUEL / PASEO. EXTREMADURA,10,LATINA,Alcance,Despejado,POINT(-3.72701725255 40.4138240572),false,false,false,"Motocicleta hasta 125cc, Turismo",Sin asistencia sanitaria,1
2025S003806,2025-01-13T15:28:00+01:00,CALL. SERRANO,5,CHAMART脥N,Choque contra obst谩culo fijo,Despejado,POINT(-3.68575667862 40.4432113474),false,false,false,Turismo,Desconocido,1
2025S003809,2025-01-13T15:55:00+01:00,CALL. CASALARREINA,19,VIC脕LVARO,Alcance,,POINT(-3.61574198939 40.4074341271),false,false,false,Turismo,Desconocido,5
2025S003813,2025-01-13T15:09:00+01:00,AUTOV. M-30,10,LATINA,Alcance,Despejado,POINT(-3.72309377141 40.405145922),false,false,false,"Furgoneta, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003814,2025-01-13T16:45:00+01:00,PLAZA. JOSE MARIA SOLER / CALL. COSTA RICA,5,CHAMART脥N,Atropello a persona,Despejado,POINT(-3.66882785145 40.4590672733),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S003834,2025-01-13T17:10:00+01:00,CALL. JUAN JOSE MARTINEZ SECO / AVDA. ANDALUCIA,17,VILLAVERDE,Colisi贸n fronto-lateral,Despejado,POINT(-3.69295639767 40.3519335065),false,false,false,"Motocicleta hasta 125cc, Turismo",Atenci贸n en urgencias sin posterior ingreso,1
2025S003840,2025-01-13T17:52:00+01:00,CALL. FRANCISCO SILVELA,4,SALAMANCA,Ca铆da,Despejado,POINT(-3.66935433752 40.428920075),false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S003848,2025-01-13T16:45:00+01:00,PLAZA. CASTILLA / AVDA. ASTURIAS,6,TETU脕N,Colisi贸n fronto-lateral,Despejado,POINT(-3.68990376782 40.4659253588),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S003858,2025-01-13T14:45:00+01:00,CALL. HINOJAL,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,,POINT(-3.61220668113 40.4321737729),false,false,false,Turismo,Desconocido,1
2025S003869,2025-01-13T18:55:00+01:00,AUTOV. M-30,3,RETIRO,Alcance,Despejado,POINT(-3.66257564195 40.4121031927),true,false,false,"Motocicleta hasta 125cc, Turismo",Sin asistencia sanitaria,1
2025S003879,2025-01-13T17:00:00+01:00,CALL. DIEGO DE LEON / CALL. CASTELLO,4,SALAMANCA,Alcance,Despejado,POINT(-3.68067293273 40.434872018),false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S003880,2025-01-13T19:15:00+01:00,CALL. MENDEZ ALVARO / AVDA. ENTREVIAS,2,ARGANZUELA,Colisi贸n lateral,,POINT(-3.67582921512 40.3914857926),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S003893,2025-01-13T17:58:00+01:00,PASEO. CASTELLANA,5,CHAMART脥N,Colisi贸n lateral,Despejado,POINT(-3.6905560786 40.4386242182),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
