centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_descripcion,centro_titularidad,direccion,direccion_codigo_postal,distrito_codigo,distrito_nombre,contacto_telefono,contacto_web,contacto_email,wktGeometry
28017996,PARQUE CONDE DE ORGAZ,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Calle de Gregorio Benítez, 25",28043,16,Hortaleza,913001344,http://www.montessori.es,secretaria.academica@montessori-academico.es,POINT(-3.64529607901 40.4502280721)
28018061,AGORA,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle del Marqués de Portugalete, 17",28027,15,Ciudad Lineal,917421891,http://www.educa.madrid.org/cc.agora.madrid,cc.agora.madrid@educa.madrid.org,POINT(-3.64513388836 40.4468325803)
28018216,JESUS DIVINO OBRERO,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,,28044,10,Latina,917064033,,eijdo@planalfa.es,POINT(-3.77388252348 40.3811053045)
28018228,VIRGEN DE LA LUZ,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Francisco Brizuela, 1",28011,10,Latina,917254886,www.centrocoviluz.com,cc.virgendelaluz.madrid@educa.madrid.org,POINT(-3.73869754294 40.4095067628)
28018344,SANTA TERESA DE JESUS,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle del Fomento, 9",28013,1,Centro,915415996,http://www.educa.madrid.org/ies.santateresa.madrid,ies.santateresa.madrid@educa.madrid.org,POINT(-3.7101037128 40.4205508184)
28018356,SANTAMARCA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Puerto Rico, 34",28016,5,Chamartín,913505122,http://www.educa.madrid.org/ies.santamarca.madrid,ies.santamarca.madrid@educa.madrid.org,POINT(-3.67404731746 40.4561630872)
28018368,SANTA ENGRACIA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Santa Engracia, 13",28010,7,Chamberí,914477234,http://www.educa.madrid.org/ies.santaengracia.madrid,ies.santaengracia.madrid@educa.madrid.org,POINT(-3.69671414139 40.4298034764)
28018371,"CATEDRA DE PEDIATRIA, HOSPITAL CLINICO",36,AULA HOSPITALARIA,PÚBLICO,"Calle del Profesor Martín Lagos, 2",28040,9,Moncloa-Aravaca,917044784,http://www.educa.madrid.org/cpee.hospitalclinico.madrid,cpee.hospitalclinico.madrid@educa.madrid.org,POINT(-3.71944594462 40.4399615459)
28018381,ORTEGA Y GASSET,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle SANTA FE, 4",28008,9,Moncloa-Aravaca,915476635,http://www.educa.madrid.org/ies.ortegaygasset.madrid,ies.ortegaygasset.madrid@educa.madrid.org,POINT(-3.73574484756 40.4316517586)
28018393,ALCALDE DE MOSTOLES,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Aldeanueva de la Vera, 9",28044,10,Latina,917055465,http://www.educa.madrid.org/cp.alcaldedemostoles.madrid,cp.alcaldedemostoles.madrid@educa.madrid.org,POINT(-3.77620810045 40.3804951188)
28018401,AMADEO VIVES,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de los Yébenes, 6",28047,10,Latina,919135075,http://www.educa.madrid.org/cp.amadeovives.madrid,cp.amadeovives.madrid@educa.madrid.org,POINT(-3.75577631589 40.396981919)
28018423,INSTITUTO POLITECNICO N.1 DEL EJERCITO,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de Carabanchel Alto, 17",28044,11,Carabanchel,,http://www.educa.madrid.org/ies.numerounoejercito.madrid,ies.numerounoejercito.madrid@educa.madrid.org,POINT(-3.75279833082 40.3697578939)
28018435,EMILIO CASTELAR,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Río de Oro, 4",28019,11,Carabanchel,914713243,http://www.educa.madrid.org/ies.emiliocastelar.madrid,ies.emiliocastelar.madrid@educa.madrid.org,POINT(-3.72998821703 40.3888052016)
28018459,DOCTOR TOLOSA LATOUR,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de los Asturianos, 4",28018,13,Puente de Vallecas,917784794,http://www.educa.madrid.org/cp.tolosalatour.madrid,cp.tolosalatour.madrid@educa.madrid.org,POINT(-3.64218169605 40.3819296994)
28018460,ARCIPRESTE DE HITA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Ronda Sur, 6",28053,13,Puente de Vallecas,917858510,http://www.educa.madrid.org/ies.arciprestedehita.madrid,ies.arciprestedehita.madrid@educa.madrid.org,POINT(-3.67126308091 40.3766113336)
28018472,SAN CRISTOBAL DE LOS ANGELES,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Plaza de los Pinazo, 7",28021,17,Villaverde,917972584,http://www.educa.madrid.org/ies.sancristobal.madrid,ies.sancristobal.madrid@educa.madrid.org,POINT(-3.68964832899 40.3427729516)
28018484,CARLOS MARIA RODRIGUEZ DE VALCARCEL,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Plaza del Encuentro, 4",28030,14,Moratalaz,914393570,http://www.educa.madrid.org/ies.rodriguezdevalcarcel.madrid,ies.rodriguezdevalcarcel.madrid@educa.madrid.org,POINT(-3.65198310213 40.4051093071)
28018496,MARTINEZ MONTAÑES,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Hacienda de Pavones, 223",28030,14,Moratalaz,917738878,http://www.educa.madrid.org/cp.martinezmontanes.madrid,cp.martinezmontanes.madrid@educa.madrid.org,POINT(-3.63442977223 40.4020087296)
28018502,CIUDAD DE GUADALAJARA,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle del Bergantín, 13",28042,21,Barajas,917470938,http://www.educa.madrid.org/cp.ciudaddeguadalajara.madrid,cp.ciudaddeguadalajara.madrid@educa.madrid.org,POINT(-3.58486347333 40.4590451333)
28018514,AFUERA II,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Cra de San Francisco, 11",28005,1,Centro,913653863,http://www.afuera2.com,cc.afuera2.madrid@educa.madrid.org,POINT(-3.71287682363 40.4107859699)
28018526,ARZOBISPAL LA INMACULADA Y S. DAMASO SEM,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de San Buenaventura, 9",28005,1,Centro,913644922,,,POINT(-3.7149819201 40.411466668)
28018563,GONZALEZ CAÑADAS,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO CONCERTADO,"Calle de Fuencarral, 95",28004,1,Centro,914489500,http://www.educa.madrid.org/cc.gonzalezcanadas.madrid,cc.gonzalezcanadas.madrid@educa.madrid.org,POINT(-3.70171964565 40.4270614857)
28018587,J.E.A.,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de Génova, 14",28004,1,Centro,913080384,,jea_direccion@hotmail.com,POINT(-3.69434842315 40.4267456308)
28018678,TORVAL'L,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de San Mateo, 15",28004,1,Centro,914453510,http://www.torvall.es,info@torvall.es,POINT(-3.69854889933 40.4259635681)
28018708,CIUDAD DE ZARAGOZA,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Manuel Aguilar Muñoz, 1",28042,21,Barajas,913293756,www.ceipciudaddezaragoza.org,cp.ciudaddezaragoz.madrid@educa.madrid.org,POINT(-3.59103337038 40.4605542909)
28018711,SAN BERNARDO,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Avda del Manzanares, 20-22",28011,10,Latina,913666413,http://www.educa.madrid.org/cc.sanbernardo.madrid,cc.sanbernardo.madrid@educa.madrid.org,POINT(-3.72265333367 40.4080405813)
28018769,ARIES,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de Núñez de Balboa, 10",28001,4,Salamanca,914317414,http://www.academiaaries.com,admision@academiaaries.com,POINT(-3.68280225244 40.4227513244)
28018851,SANTA ILLA,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Calle de Rosa Jardón, 9",28016,5,Chamartín,913590735,,santailla@santailla.com,POINT(-3.66920063966 40.4657317628)
28018897,DIAZ BALAGUER,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de Fernando el Católico, 77",28015,7,Chamberí,915443520,www.diaz-balaguer.es,secretaria@diaz-balaguer.com,POINT(-3.71743936561 40.4342172611)
28018903,JOAQUIN TURINA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Guzmán el Bueno, 92",28003,7,Chamberí,915539625,http://www.educa.madrid.org/ies.joaquinturina.madrid,ies.joaquinturina.madrid@educa.madrid.org,POINT(-3.71255341361 40.4404546864)
28018927,QUICK,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle Gran Vía, 76",28015,1,Centro,915474196,,,POINT(-3.71013108968 40.4231542607)
28018952,COLEGIO SAN FRANCISCO,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO CONCERTADO,,28048,8,Fuencarral-El Pardo,913761599,,colsanfran@planalfa.es,POINT(-3.79823874794 40.5220920904)
28018988,VOX,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle Gran Vía, 59",28013,1,Centro,915471763,,institutovox@institutovox.es,POINT(-3.70904633675 40.4220077624)
28019038,ESTUDIO,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Calle de Jimena Menéndez Pidal, 11",28023,9,Moncloa-Aravaca,913079432,http://www.colegio-estudio.com,colegio@colegio-estudio.com,POINT(-3.76600015559 40.470373997)
28019117,LA QUINTANA,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO CONCERTADO,"Calle de La Revoltosa, 19",28031,18,Villa de Vallecas,913326349,,quintana-dir@terra.es,POINT(-3.62173325239 40.3745909006)
28019142,CENTRO CULTURAL PALOMERAS,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,,28038,13,Puente de Vallecas,917863865,http://www.educa.madrid.org/cc.centroculturalpalomeras.madrid,cc.centroculturalpalomeras.madrid@educa.madrid.org,POINT(-3.63933133867 40.3919636209)
28019181,BESANA,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle del Estrecho de Gibraltar, 27",28027,15,Ciudad Lineal,914071249,http://www.educa.madrid.org/cc.besana.madrid,cc.besana.madrid@educa.madrid.org,POINT(-3.64085623409 40.4372077112)
28019270,LA INMACULADA,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Avda de la Virgen del Carmen, 13",28033,16,Hortaleza,917634509,http://www.educa.madrid.org/cc.lainmaculada.madrid,cc.lainmaculada.madrid@educa.madrid.org,POINT(-3.65403069955 40.4741518979)
28019282,SANTA MARIA DE LA ASUNCION,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de Mar Adriático, 11",28043,16,Hortaleza,913815784,http://www.educa.madrid.org/cc.smdelaasuncion.madrid,cc.smdelaasuncion.madrid@educa.madrid.org,POINT(-3.64072776347 40.472100291)
28019294,SANTA CRUZ,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Plaza de la Parroquia, 16",28025,11,Carabanchel,914628220,http://www.educa.madrid.org/cc.scruz.madrid,cc.scruz.madrid@educa.madrid.org,POINT(-3.7418613967 40.3799277661)
28019300,MARIA INMACULADA,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO CONCERTADO,"Calle de Ríos Rosas, 35",28003,7,Chamberí,914410628,www.mariainmaculada-riosrosas.es,cc.minmaculada-riosrosas.madrid@educa.madrid.org,POINT(-3.69826681814 40.4420013237)
28019312,EL LAGO,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,,28011,9,Moncloa-Aravaca,914796851,http://www.educa.madrid.org/ies.ellago.madrid,ies.ellago.madrid@educa.madrid.org,POINT(-3.73300179759 40.4157232136)
28019348,FEC SANTA JOAQUINA DE VEDRUNA,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Trva de Costa Brava, 3",28034,8,Fuencarral-El Pardo,917340690,http://www.educa.madrid.org/cc.sjvedruna.madrid,cc.sjvedruna.madrid@educa.madrid.org,POINT(-3.70011626187 40.4952150955)
28019351,SAN FERNANDO,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Ctra de Colmenar Viejo, k13.5",28049,8,Fuencarral-El Pardo,917342700,www.iessanfernando.com,ies.sanfernando.madrid@educa.madrid.org,POINT(-3.68918210473 40.5279921373)
28019397,FRANCISCO ARRANZ,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Sondica, 2",28044,10,Latina,917066882,http://www.educa.madrid.org/cp.franciscoarranz.madrid,cp.franciscoarranz.madrid@educa.madrid.org,POINT(-3.76265550827 40.3748374996)
28019439,CIUDAD DE BADAJOZ,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Fray José Cerdeiriña, 51",28024,10,Latina,917065611,http://www.educa.madrid.org/cp.ciudaddebadajoz.madrid,cp.ciudaddebadajoz.madrid@educa.madrid.org,POINT(-3.77890849329 40.3837922993)
28019464,TIRSO DE MOLINA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de la Albufera, 144",28038,13,Puente de Vallecas,913033173,http://www.educa.madrid.org/ies.tirsodemolina.madrid,ies.tirsodemolina.madrid@educa.madrid.org,POINT(-3.6530384735 40.3911482763)
28019567,SAN MIGUEL,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Avda de la Virgen del Carmen, 32",28033,16,Hortaleza,917639281,http://www.educa.madrid.org/cp.sanmiguel.madrid,cp.sanmiguel.madrid@educa.madrid.org,POINT(-3.65232223194 40.4743687592)
28019592,NUESTRA SEÑORA DE LOS DOLORES,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle del Tordo, 11",28019,11,Carabanchel,914718954,http://www.colegionsdolores.es,cc.nsdolores.madrid@educa.madrid.org,POINT(-3.73386254658 40.3918797996)
28019658,SAN BENITO,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Juan Pérez Zúñiga, 36",28027,15,Ciudad Lineal,913670800,http://www.educa.madrid.org/cp.sanbenito.madrid,cp.sanbenito.madrid@educa.madrid.org,POINT(-3.64683119458 40.4442915622)
28019661,SAGRADA FAMILIA,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Ricardo Ortiz, 114",28017,15,Ciudad Lineal,913551119,,,POINT(-3.65709570176 40.4230714594)
28019725,SAN RAMON Y SAN ANTONIO,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Rodríguez Marín, 57",28002,5,Chamartín,915637091,http://www.colegiosanramonysanantonio.es,cc.sanramonsanantonio.madrid@educa.madrid.org,POINT(-3.67888181907 40.4502068767)
28019737,"ALTAIR, COLEGIO INTERNACIONAL",72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Calle de Joaquín Bau, 4",28036,5,Chamartín,913596368,http://www.colegioaltair.com,secretaria@colegioaltair.com,POINT(-3.68607139331 40.4637229533)
28019762,MARIA VIRGEN,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle del Padre Damián, 20",28036,5,Chamartín,913440163,www.jesuitinasmariavirgen.es,cc.mariavirgen.madrid@educa.madrid.org,POINT(-3.68641581819 40.4546848991)
28019828,AGUSTINIANO,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle del Pez Austral, 13",28007,3,Retiro,915740000,http://www.agustiniano.es,cc.agustiniano.madrid@educa.madrid.org,POINT(-3.66560584537 40.4122209239)
28019889,LOPE DE VEGA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de San Bernardo, 70",28015,1,Centro,915321362,http://www.educa.madrid.org/ies.lopedevega.madrid,ies.lopedevega.madrid@educa.madrid.org,POINT(-3.70638713025 40.4269790069)
28019907,DARIO ESTUDIO,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle Gran Vía, 63",28013,1,Centro,915411515,https://www.darioestudio.es,info@darioestudio.es,POINT(-3.70977027414 40.42247179)
28019971,BARAJAS,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de América, 119",28042,21,Barajas,917426211,http://www.educa.madrid.org/ies.barajas.madrid,ies.barajas.madrid@educa.madrid.org,POINT(-3.59918106532 40.450989817)
28019981,CENTRO DE ESTUDIOS CASTILLA,15,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,"Calle del Oso, 23",28012,1,Centro,915303292,http://www.centroestudioscastilla.es,cc.cecastilla.madrid@educa.madrid.org,POINT(-3.70536622538 40.4093725675)
28020028,SANTA BARBARA,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO CONCERTADO,"Plaza de la Paja, 4",28005,1,Centro,913652340,http://www.centrosantabarbara.es/,cc.santabarbara.madrid@educa.madrid.org,POINT(-3.71138805643 40.4126690215)
28020041,LA SALLE-LA PALOMA-FUNDACION LARA,15,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,"Calle de la Paloma, 21",28005,1,Centro,913641082,http://www.lasallelapaloma.es,cc.nspaloma.madrid@educa.madrid.org,POINT(-3.71183529984 40.4081347168)
28020077,BRISTOL,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Calle de Enrique de Prada, 1",28042,16,Hortaleza,917428687,www.colegiobristol.es,secretaria@colegiobristol.es,POINT(-3.61321370776 40.4547720861)
28020107,SAGRADO CORAZON,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Plaza de la Madre María Ana Mogas, 12",28034,8,Fuencarral-El Pardo,917340218,http://www.sagradocorazonfuencarral.com,cc.scorazon-fuencarral.madrid@educa.madrid.org,POINT(-3.68912137809 40.4943892969)
28020119,GREGORIO MARAÑON,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de El Ferrol, 43",28029,8,Fuencarral-El Pardo,917310421,http://www.educa.madrid.org/ies.gregoriomaranon.madrid,ies.gregoriomaranon.madrid@educa.madrid.org,POINT(-3.71011612042 40.4743884856)
28020120,CHAMBERI,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Rafael Calvo, 12",28010,7,Chamberí,914456250,http://www.chamberi.es,cc.chamberi.madrid@educa.madrid.org,POINT(-3.69550483928 40.4337206734)
28020156,CASA DE LA VIRGEN,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de la Virgen del Val, 1",28027,15,Ciudad Lineal,914041788,http://www.educa.madrid.org/cc.casadelavirgen.madrid,cc.casadelavirgen.madrid@educa.madrid.org,POINT(-3.65509930456 40.4360017485)
28020171,SAN JOSE-LUCERO,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle del Palmípedo, 12",28047,10,Latina,914647203,http://www.educa.madrid.org/cc.sanjoselucero.madrid,cc.sanjoselucero.madrid@educa.madrid.org,POINT(-3.74618924391 40.4038099848)
28020201,BARRIO SIMANCAS,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Zaratán, 6",28037,20,San Blas-Canillejas,913041570,http://www.educa.madrid.org/ies.barriosimancas.madrid,ies.barriosimancas.madrid@educa.madrid.org,POINT(-3.62539355036 40.4290040779)
28020235,LOURDES,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de San Roberto, 8",28011,10,Latina,915180358,,cc.lourdes.madrid@educa.madrid.org,POINT(-3.75962495651 40.4028666362)
28020272,MATER SALVATORIS,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,"Calle de Valdesquí, 4",28023,9,Moncloa-Aravaca,913071243,https://madrid.matersalvatoris.org/,secretaria@matersalvatoris.org,POINT(-3.77188119519 40.4647583362)
28020341,VIRGEN DE LA PALOMA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Francos Rodríguez, 106",28039,9,Moncloa-Aravaca,913980300,http://www.educa.madrid.org/ies.lapaloma.madrid,ies.lapaloma.madrid@educa.madrid.org,POINT(-3.71577962664 40.4589211988)
28020399,ESCUELA PROFESIONAL JAVERIANA,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO CONCERTADO,"Calle de Alberto Aguilera, 8",28015,7,Chamberí,914457350,http://www.educa.madrid.org/cc.epjaveriana.madrid,cc.epjaveriana.madrid@educa.madrid.org,POINT(-3.70688892608 40.4298678364)
28020417,SANTA MARIA DEL YERMO,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Gaztambide, 91",28003,7,Chamberí,915492917,http://www.educa.madrid.org/cc.yermo.madrid,cc.yermo.madrid@educa.madrid.org,POINT(-3.71646279927 40.4410701623)
28020429,MARIA AUXILIADORA,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Villaamil, 18",28039,6,Tetuán,913110750,http://www.colegiomariaauxiliadora.org,cc.mariaauxiliadora.madrid@educa.madrid.org,POINT(-3.7064200667 40.458285087)
28020466,FOMENTO DE CENTROS DE ENSEÑANZA,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de Jorge Juan, 32",28001,4,Salamanca,914316942,,,POINT(-3.68331831368 40.4236581883)
28020491,COLEGIO CEU SAN PABLO DE CLAUDIO COELLO,45,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,"Calle de Martín de los Heros, 60",28008,4,Salamanca,915615240,,ccsec@ceu.es,POINT(-3.7171212427 40.4286876993)
28020533,JUAN ZARAGUETA,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle Vía de los Poblados, 17",28033,16,Hortaleza,917630869,http://www.educa.madrid.org/cp.juanzaragueta.madrid,cp.juanzaragueta.madrid@educa.madrid.org,POINT(-3.63096029759 40.4721179881)
28020545,CONDE DE ORGAZ,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Nápoles, 56",28043,16,Hortaleza,913884579,http://www.educa.madrid.org/ies.condedeorgaz.madrid,ies.condedeorgaz.madrid@educa.madrid.org,POINT(-3.64647437559 40.459969227)
28020557,CARLOS III,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Arcos de Jalón, 116",28037,20,San Blas-Canillejas,913064069,http://www.educa.madrid.org/ies.carlostercero.madrid,ies.carlostercero.madrid@educa.madrid.org,POINT(-3.61452198899 40.4249001943)
28020570,SAN BLAS,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Arcos de Jalón, 120",28037,20,San Blas-Canillejas,913061148,http://www.educa.madrid.org/ies.sanblas.madrid,ies.sanblas.madrid@educa.madrid.org,POINT(-3.61332101522 40.4263570295)
28020582,GÓMEZ MORENO,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de Hellín, 5",28037,20,San Blas-Canillejas,913209142,http://www.educa.madrid.org/ies.gomezmoreno.madrid,ies.gomezmoreno.madrid@educa.madrid.org,POINT(-3.61577853567 40.4321277757)
28020624,REY PASTOR,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle del Corregidor José de Pasamonte, 17",28030,14,Moratalaz,914392661,http://www.educa.madrid.org/ies.reypastor.madrid,ies.reypastor.madrid@educa.madrid.org,POINT(-3.6480649291 40.4106719143)
28020648,VALLECAS I,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de la Albufera, 78",28038,13,Puente de Vallecas,914773809,https://site.educa.madrid.org/ies.vallecasuno.madrid/,ies.vallecasuno.madrid@educa.madrid.org,POINT(-3.66314986788 40.3949556305)
28020661,CARLOS SAINZ DE LOS TERREROS,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Cartama, 1",28018,13,Puente de Vallecas,917783885,http://www.educa.madrid.org/cp.carlossainz.madrid,cp.carlossainz.madrid@educa.madrid.org,POINT(-3.63921709191 40.3848650774)
28020673,CIUDAD DE VALENCIA,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle Cerro Almodóvar, 3",28031,18,Villa de Vallecas,913310805,http://www.educa.madrid.org/cp.ciudaddevalenci.madrid,cp.ciudaddevalenci.madrid@educa.madrid.org,POINT(-3.6025776016 40.382305015)
28020697,GARCIA MORENTE,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Ronda Sur, 229",28053,13,Puente de Vallecas,917850714,,,POINT(-3.66544753802 40.3734016619)
28020703,ENRIQUE TIERNO GALVAN,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Avda de Andalucía, 6,200",28041,12,Usera,913171972,http://www.educa.madrid.org/ies.tiernogalvan.madrid,ies.tiernogalvan.madrid@educa.madrid.org,POINT(-3.69521616169 40.3701634354)
28020715,PIO BAROJA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Tolosa, 2",28041,12,Usera,913412613,http://www.educa.madrid.org/ies.piobaroja.madrid,ies.piobaroja.madrid@educa.madrid.org,POINT(-3.71885032901 40.3729288834)
28020727,PARQUE ALUCHE,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Maqueda, 86",28024,10,Latina,917182610,http://www.educa.madrid.org/ies.parquealuche.madrid,ies.parquealuche.madrid@educa.madrid.org,POINT(-3.76374759939 40.3901817569)
