NOMBRE,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Parque Biosaludable,Parque-Biosaludable,sí,,,"Metro: El Capricho (línea 5) Bus: 101, 114, 115 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: El Capricho (línea 5),El Capricho,5,"Bus: 101, 114, 115 y 151","101
114
115
151",95955,Instalación parcialmente accesible para personas con movilidad reducida,ALAMEDA DE OSUNA,8,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,40.452057731817305,-3.6036483614197765,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Campo de la Paloma,Parque-Campo-de-la-Paloma,no,,,,,,,,,,,,38010,Instalación parcialmente accesible para personas con movilidad reducida,RAFAEL ALBERTI,38,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.38339946706653,-3.643762543356842,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Caramuel,Parque-Caramuel,sí,,,"Bus: 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 138,138,55433,Accesible,CARAMUEL,53,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,40.4081704733386,-3.729395994595502,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Almodóvar,Parque-Cerro-Almodovar,sí,,,"Bus: 25, 31 y 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 25, 31 y 138","25
31
138",173477,Accesible,MARCELINO CASTILLO,29,MADRID,MADRID,28047,ALUCHE,LATINA,40.393928614376,-3.744713323980896,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Peñabel,Parque-Cerro-Penabel,no,,,"Bus: 42, 132 y 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 42, 132 y 137","42
132
137",24366,Instalación parcialmente accesible para personas con movilidad reducida,CANDIDO MATEOS,12,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,40.47406043289477,-3.718181785566969,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro del Tío Pío,Parque-Cerro-del-Tio-Pio,sí,,,"Bus: 54, 141 y 143  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 54, 141 y 143","54
141
143",159745,Instalación parcialmente accesible para personas con movilidad reducida,BENJAMIN PALENCIA,2,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,40.39701982315709,-3.655239797848888,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Águila,Parque-Cerro-aguila,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,,Instalación parcialmente accesible para personas con movilidad reducida,CERRO DEL AGUILA,1,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,40.45190771190827,-3.761757187185669,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Ciudad de los Ángeles,Parque-Ciudad-de-los-angeles,sí,,,"Metro: Villaverde Bajo Cruce (linea 3) Bus: 18, 126 y 86  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo Cruce (linea 3),Villaverde Bajo Cruce,3,"Bus: 18, 126 y 86","18
126
86",36696,Instalación parcialmente accesible para personas con movilidad reducida,ANOETA,14,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,40.352850949880235,-3.6963807727286353,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Concejal Miguel Martín Vela,Parque-Concejal-Miguel-Martin-Vela,no,,,"Bus: 601  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 601,601,33954,Instalación parcialmente accesible para personas con movilidad reducida,GUARDIA,4,MADRID,MADRID,28048,EL PARDO,FUENCARRAL-EL PARDO,40.5186002228516,-3.7753787533567573,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuesta del Galbán,Parque-Cuesta-del-Galban,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,70882,Instalación parcialmente accesible para personas con movilidad reducida,GALBAN,2,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,40.45019927443574,-3.768070614824996,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona A,Parque-Cuna-Verde-de-Vicalvaro.-Zona-A,sí,,,"Metro: Vicálvaro (linea 9) Bus: E3  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Vicálvaro (linea 9),Vicálvaro,9,Bus: E3,3,41293,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,300,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.40969329689759,-3.618025439807104,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona B,Parque-Cuna-Verde-de-Vicalvaro.-Zona-B,sí,,,"Metro: San Cipriano (linea 9) Bus: 4 , E3, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (linea 9),San Cipriano,9,"Bus: 4 , E3, 100","4
3
100",115119,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,299,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.40930295868704,-3.616890442862423,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona C,Parque-Cuna-Verde-de-Vicalvaro.-Zona-C,no,,,"Metro: Avenida de Guadalajara (línea 2) Bus: E2  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Avenida de Guadalajara (línea 2),Avenida de Guadalajara,2,Bus: E2,2,127835,Instalación parcialmente accesible para personas con movilidad reducida,CANILLEJAS A VICALVARO,102,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,40.41672706688541,-3.610853061814312,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Dehesa de la Villa,Parque-Dehesa-de-la-Villa,sí,,,"Metro: Francos Rodriguez y Valdezarza (línea 7). Autobús: 44, 64, 82, 126, 127 y 132  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Francos Rodriguez y Valdezarza (línea 7),Francos Rodriguez y Valdezarza,7,"Autobús: 44, 64, 82, 126, 127 y 132","44
64
82
126
127
132",645309,Instalación parcialmente accesible para personas con movilidad reducida,DEHESA DE LA VILLA,1,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.45817981904011,-3.7207253118064827,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos,ParquesJardines
Parque Duque de Ahumada,Parque-Duque-de-Ahumada,no,,,"Metro: San Cipriano (línea 9)  Bus: 4 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (línea 9),San Cipriano,9,"Bus: 4 , 106","4
106",5248,Instalación parcialmente accesible para personas con movilidad reducida,LAGO VAN,16,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,40.4048457851104,-3.6062315414157613,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Calero,Parque-El-Calero,sí,,,"Metro: Quintana y Carmen (línea 5) Bus: 21, 48 y 146  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Quintana y Carmen (línea 5),Quintana y Carmen,5,"Bus: 21, 48 y 146","21
48
146",67975,Instalación parcialmente accesible para personas con movilidad reducida,JOSE DEL HIERRO,1,MADRID,MADRID,28027,CONCEPCION,CIUDAD LINEAL,40.43555222953495,-3.6519351470803567,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Cedral,Parque-El-Cedral,sí,,,"Bus: 7, 9, 70, 72 y 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 7, 9, 70, 72 y 87","7
9
70
72
87",6856,Instalación parcialmente accesible para personas con movilidad reducida,ARTURO SORIA,233,MADRID,MADRID,28033,ATALAYA,CIUDAD LINEAL,40.462882951414265,-3.6650441004626564,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Cruce,Parque-El-Cruce,sí,,,"Metro: Villaverde Bajo - Cruce (línea 3) Autobús: 18, 22, 86, 116 y 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo - Cruce (línea 3),Villaverde Bajo - Cruce,3,"Autobús: 18, 22, 86, 116 y 130","18
22
86
116
130",,Instalación parcialmente accesible para personas con movilidad reducida,ALCOCER,1,MADRID,MADRID,28021,LOS ANGELES,VILLAVERDE,40.350970403692386,-3.6944891243298597,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Emir Mohamed I,Parque-Emir-Mohamed-I,no especifica,,,"Bus: 3, 31 , 41 , 50 , 65  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 3, 31 , 41 , 50 , 65","3
31
41
50
65",3942,Instalación parcialmente accesible para personas con movilidad reducida,RAMON,1,MADRID,MADRID,28013,PALACIO,CENTRO,40.41438785232736,-3.7147888896558188,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Emperatriz María de Austria,Parque-Emperatriz-Maria-de-Austria,sí,,,"Bus: 47 , 81 , 108 , 116 , 121 , 131 , 155 Metro: Plaza Elíptica (línea 6 y 11) , Abrantes (línea 11)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Plaza Elíptica (línea 6 y 11) , Abrantes (línea 11)","Plaza Elíptica  , Abrantes","6
11","Bus: 47 , 81 , 108 , 116 , 121 , 131 , 155","47
81
108
116
121
131
155",597458,Instalación parcialmente accesible para personas con movilidad reducida,VIA LUSITANA,3,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,40.382311100280766,-3.7227552919050586,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Enrique Tierno Galván,Parque-Enrique-Tierno-Galvan,sí,,,"Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 148,148,,Instalación parcialmente accesible para personas con movilidad reducida,MENESES,4,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,40.39210151448589,-3.681620654746187,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Entrevías Forestal,Parque-Entrevias-Forestal,no,,,"Bus: 88  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 88,88,497213,Instalación parcialmente accesible para personas con movilidad reducida,EMBAJADORES,251,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.36782603611024,-3.6670181171393064,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Entrevías Urbano,Parque-Entrevias-Urbano,sí,,,"Bus: 102, 111 Renfe: Asamblea de Madrid, Entrevías  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","RENFE: Asamblea de Madrid  Entrevías C2, C7, C8","C-2
C-7
C-8",: Asamblea de Madrid - Entrevías,,,,"Bus: 102, 111","102
111",121178,Instalación parcialmente accesible para personas con movilidad reducida,SUR,8,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.37253969509114,-3.6698091602059613,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Este de Valdebernardo,Parque-Este-de-Valdebernardo,no,,,"Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Valdebernardo (línea 9),Valdebernardo,9,Bus: 71,71,71585,Instalación parcialmente accesible para personas con movilidad reducida,DEMOCRACIA,25,MADRID,MADRID,28031,CASCO H.VICALVARO,VICALVARO,40.393429973468265,-3.6183833916362733,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Eugenia de Montijo,Parque-Eugenia-de-Montijo,sí,,,"Metro: Eugenia de Montijo (línea 5) Bus: 17 , 35 , 121 , 131 , 139  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Eugenia de Montijo (línea 5),Eugenia de Montijo,5,"Bus: 17 , 35 , 121 , 131 , 139","17
35
121
131
139",72933,Instalación parcialmente accesible para personas con movilidad reducida,PARQUE EUGENIA DE MONTIJO,3,MADRID,MADRID,28047,VISTA ALEGRE,CARABANCHEL,40.37942623334737,-3.7527174453988774,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Eva Duarte,Parque-Eva-Duarte,sí,,,"Metro: Manuel Becerra (línea 2 y 6) Bus: 12, 43, 56, 143, 156   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Manuel Becerra (línea 2 y 6),Manuel Becerra,"2
6","Bus: 12, 43, 56, 143, 156","12
43
56
143
156",29700,Instalación parcialmente accesible para personas con movilidad reducida,DOCTOR GOMEZ ULLA,9,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,40.42985671996897,-3.668031432543624,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal Fuente Carrantona,Parque-Forestal-Fuente-Carrantona,no,,,"Autobuses: E2, E4, 30, 100, 140 Metro: Alsacia (L2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Alsacia (L2),Alsacia,2,"buses: E2, E4, 30, 100, 140","2
4
30
100
140",,Instalación parcialmente accesible para personas con movilidad reducida,FUENTE CARRANTONA,38,MADRID,MADRID,28030,HORCAJO,MORATALAZ,40.410083041012584,-3.6297141827859876,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal Julio Alguacil Gómez,Parque-Forestal-Julio-Alguacil-Gomez,no,,,"Acceso en coche:  Desde M-40 por salida 24, dirección Ctra Carabanchel a Villaverde. Desde Avenida de los Poblados, a calle Rafaela Ibarra, continuación hasta Ctra Carabanchel a Villaverde Desde Calle Alcocer, Calle Villalonso o Av Real de Pinto, hasta intersección con Ctra Carabanchel a Villaverde    Acceso en transporte público:  autobús MT 131   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,autobús MT 131,131,445879,Instalación parcialmente accesible para personas con movilidad reducida,Ctra Carabanchel a Villaverde  con vuelta Calle Verde Viento,,MADRID,MADRID,,,DISTRITO,40.36073540960827,-3.7177186736043275,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal de Valdebebas-Felipe VI,Parque-Forestal-de-Valdebebas-Felipe-VI,no especifica,,,"Bus: 174 y SE  799.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 174 y SE  799,"174
799",,Instalación parcialmente accesible para personas con movilidad reducida,LAS FUERZAS ARMADAS,11,MADRID,MADRID,28055,VALDEFUENTES,HORTALEZA,40.48494412599755,-3.641451621738692,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales,ParquesJardines
Parque Forestal de Vicálvaro,Parque-Forestal-de-Vicalvaro,sí,,,"Metro: San Cipriano, Puerta de Arganda (linea 9) Bus: E3 Renfe: Vicálvaro  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Vicálvaro C2,C-2,Vicálvaro,"Metro: San Cipriano, Puerta de Arganda (linea 9)","San Cipriano, Puerta de Arganda",9,Bus: E3,3,,Instalación parcialmente accesible para personas con movilidad reducida,POLIDEPORTIVO,1,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.41022401774968,-3.60626801415248,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales,ParquesJardines
Parque Félix Rodríguez de la Fuente,Parque-Felix-Rodriguez-de-la-Fuente,sí,,,"Metro: Avenida la Paz (línea 4) Bus: 9 , 72 , 73 , 120  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Avenida la Paz (línea 4),Avenida la Paz,4,"Bus: 9 , 72 , 73 , 120","9
72
73
120",14700,Instalación parcialmente accesible para personas con movilidad reducida,PADRE CLARET,38,MADRID,MADRID,28002,PROSPERIDAD,CHAMARTIN,40.45205238274073,-3.6653500732558792,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque General Fanjul - Santa Margarita,Parque-General-Fanjul---Santa-Margarita,sí,,,"Bus: 17, 34, 39, 117, 139 Renfe: Las Águilas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Las Águilas C5,C-5,Las Águilas,,,,"Bus: 17, 34, 39, 117, 139","17
34
39
117
139",12166,Instalación parcialmente accesible para personas con movilidad reducida,DE LAS ÁGUILAS,144,MADRID,MADRID,28044,LAS AGUILAS,LATINA,40.38033890061462,-3.7834984766161837,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Hortaleza,Parque-Hortaleza,sí,,,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF","7
9
29
72
87
107
129
172",62863,Instalación parcialmente accesible para personas con movilidad reducida,ESTACION DE HORTALEZA,18,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,40.48024318499327,-3.650809942180937,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Huerta del Obispo.,Parque-Huerta-del-Obispo.,sí,,,"Bus: 22 , 76 , 79  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 22 , 76 , 79","22
76
79",11053,Instalación parcialmente accesible para personas con movilidad reducida,PALOMARES,34,MADRID,MADRID,28021,SAN ANDRES,VILLAVERDE,40.346980092315505,-3.712145719392749,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Juan Carlos I,Parque-Juan-Carlos-I,sí,,,"Metro: Feria de Madrid (línea 8)  Bus: 104, 112, 122  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Feria de Madrid (línea 8),Feria de Madrid,8,"Bus: 104, 112, 122","104
112
122",1473974,Instalación parcialmente accesible para personas con movilidad reducida,"S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5",5,MADRID,MADRID,28042,CORRALEJOS,BARAJAS,40.45999848510341,-3.6148888706303586,"630630710
917210079",parquejuancarlos@madrid.es,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Juan Pablo II,Parque-Juan-Pablo-II,sí,,,"Bus: 112 , 122  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 112 , 122","112
122",104100,Instalación parcialmente accesible para personas con movilidad reducida,MACHUPICHU,1,MADRID,MADRID,28043,PIOVERA,HORTALEZA,40.45544764269407,-3.623539375307719,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Juan de la Cosa,Parque-Juan-de-la-Cosa,no,,,"Metro: líneas 8 y 9 (Colombia)  Bus: 14,7,16,29,51",,,,Metro: líneas 8 y 9 (Colombia),líneas 8 y 9,"8
9","Bus: 14,7,16,29,51","14
7
16
29
51",3707,Instalación parcialmente accesible para personas con movilidad reducida,VICTOR ANDRES BELAUNDE,1,MADRID,MADRID,28016,HISPANOAMERICA,CHAMARTIN,40.45424210617104,-3.679171627391412,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque La Viña,Parque-La-Vina,sí,,,Bus: 102 Renfe: Asamblea de Madrid- Entrevías,"RENFE: Asamblea de Madrid  Entrevías C2, C7, C8","C-2
C-7
C-8",: Asamblea de Madrid - Entrevías,,,,Bus: 102,102,43738,Instalación parcialmente accesible para personas con movilidad reducida,TIMOTEO PEREZ RUBIO,9,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.38556774381467,-3.67430914572838,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Ladera de los Almendros,Parque-Ladera-de-los-Almendros,no,,,"Bus: 8 , 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 8 , 71","8
71",,Instalación parcialmente accesible para personas con movilidad reducida,LADERA DE LOS ALMENDROS,46,MADRID,MADRID,28032,VALDEBERNARDO,VICALVARO,40.39616431537003,-3.6261065047300303,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Lineal de Palomeras,Parque-Lineal-de-Palomeras,no especifica,,,"Bus: 54, 58, 103, 142, 143, 310 Metro: Miguel Hernández  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Miguel Hernández,Miguel Hernández,,"Bus: 54, 58, 103, 142, 143, 310","54
58
103
142
143
310",394496,Instalación parcialmente accesible para personas con movilidad reducida,ALBUFERA,293,MADRID,MADRID,28038,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.38581882868559,-3.6363631773029352,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Lineal del Manzanares (Usera - Pte de Vallecas),Parque-Lineal-del-Manzanares-(Usera---Pte-de-Vallecas),sí,,,"Metro: Doce de Octubre (línea 3) Bus: 23 , 123 , 78  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Doce de Octubre (línea 3),Doce de Octubre,3,"Bus: 23 , 123 , 78","23
123
78",447342,Instalación parcialmente accesible para personas con movilidad reducida,PERALES,47,MADRID,MADRID,28026,ALMENDRALES,USERA,40.379745,-3.690042,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Madrid Río,Parque-Madrid-Rio,sí,,,"Metro: Príncipe Pío (línea 6 y 10), Puerta del Ángel (línea 6), Pirámides (línea 5), Marqués de Vadillo (línea 5), Legazpi (línea 3 y 6) y Almendrales (línea 3). RENFE: Príncipe Pío, Pirámides. Aparcamiento Público (próximo): Paseo de Extremadura y Principe Pio.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","RENFE: Príncipe Pío C1 C7 C19, Pirámides","C-1
C-7
C-19",: Príncipe Pío,"Metro: Príncipe Pío (línea 6 y 10), Puerta del Ángel (línea 6), Pirámides (línea 5), Marqués de Vadillo (línea 5), Legazpi (línea 3 y 6) y Almendrales (línea 3)","Príncipe Pío , Puerta del Ángel , Pirámides , Marqués de Vadillo , Legazpi  y Almendrales","6
10
5
3",,,,Instalación parcialmente accesible para personas con movilidad reducida,PASEO DE LAS YESERIAS,,MADRID,MADRID,,,DISTRITO,40.39815439895114,-3.7125359439695975,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Martala,Parque-Martala,sí,,,"Bus: 32, 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 32, 71","32
71",49158,Instalación parcialmente accesible para personas con movilidad reducida,MORATALAZ,183,MADRID,MADRID,28030,MARROQUINA,MORATALAZ,40.40882236801765,-3.643898652734279,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Martin Luther King,Parque-Martin-Luther-King,sí,,,"Metro: Conde de Casal (línea 6). Bus: 8 , 10 , 24 , 54 , 56 , 57 , 113 , 136, 141 , 148 , 310.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Conde de Casal (línea 6),Conde de Casal,6,"Bus: 8 , 10 , 24 , 54 , 56 , 57 , 113 , 136, 141 , 148 , 310","8
10
24
54
56
57
113
136
141
148
310",33700,Instalación parcialmente accesible para personas con movilidad reducida,CERRO NEGRO,1,MADRID,MADRID,28007,ADELFAS,RETIRO,40.398195733324194,-3.6701340560704026,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Mirador de Tierno Galván,Parque-Mirador-de-Tierno-Galvan,no especifica,,,"Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 148,148,22200,Instalación parcialmente accesible para personas con movilidad reducida,NEBULOSAS,7,MADRID,MADRID,28045,DELICIAS,ARGANZUELA,40.394735491209424,-3.6856299107811368,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Mirador de las Cárcavas,Parque-Mirador-de-las-Carcavas,sí,,,"Bus: 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 87,87,38134,Instalación parcialmente accesible para personas con movilidad reducida,RAFAELA APARICIO,2,MADRID,MADRID,28055,VALDEFUENTES,HORTALEZA,40.47917989766592,-3.6330084507532687,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Mujeres de Orcasitas,Parque-Mujeres-de-Orcasitas,sí,,,"Bus: 60  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 60,60,48413,Instalación parcialmente accesible para personas con movilidad reducida,COOPERATIVAS,6,MADRID,MADRID,28041,ORCASITAS,USERA,40.3673502443602,-3.7076605178679096,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Norte - Carmen Tagle,Parque-Norte---Carmen-Tagle,sí,,,"Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 124, 137","124
137",195230,Instalación parcialmente accesible para personas con movilidad reducida,ARZOBISPO MORCILLO,7,MADRID,MADRID,28029,LA PAZ,FUENCARRAL-EL PARDO,40.48106787416528,-3.6933504628706095,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Nudo Norte de Begoña,Parque-Nudo-Norte-de-Begona,sí,,,"Metro: Begoña (línea 10) Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Begoña (línea 10),Begoña,10,"Bus: 124, 137","124
137",21071,Instalación parcialmente accesible para personas con movilidad reducida,LLANO CASTELLANO,1,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,40.483895554775785,-3.6844715393162772,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
