PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
6407;Colegio Universitario de Estudios Financieros;;;;Metro: Francos Rodríguez (línea 7).;Campus Pirineos: calle Pirineos, 55. Codígo Postal 28040. Madrid.  Campus Almansa: calle Almansa, 101. Codígo Postal 28040. Madrid.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=004cf3216571c010VgnVCM1000000b205a0aRCRD;PIRINEOS;CALLE;V;55;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;439058;4478350;4.045.357.920.636.980;-3.718.717.277.671.810;914 445 161;;;/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
6498;Escuela de Práctica Jurídica;;;;Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32c07b503a71c010VgnVCM1000000b205a0aRCRD;AMANIEL;CALLE;V;2;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439846;4475175;4.042.503.902.541.330;-37.091.208.409.661.000;915 327 391;915 230 309;epj@epj.es;/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
6376;Escuela Politécnica de Enseñanza Superior (EPES);;;;Metro: Vicente Aleixandre (línea 6);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b9d578b9671c010VgnVCM1000000b205a0aRCRD;JUAN XXIII;PASEO;V;11;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;439174;4477722;4.044.793.793.568.310;-3.717.285.250.885.190;910 670 679 / 910 670 676;;secretaria.epes@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6677;Escuela Superior de Diseño;;;;Metro: Vinateros (línea 9).;Enseñanzas artísticas:   Diseño gráfico, Diseño de producto, Diseño de interiores, Diseño de moda, Diseño de espacios comerciales, Diseño interactivo.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492ba4ea6871c010VgnVCM1000000b205a0aRCRD;CAMINO DE LOS VINATEROS;CALLE;V;106;;;;;MADRID;MADRID;28030;3;MARROQUINA;14;MORATALAZ;444948;4473365;40.409.090.881.121.200;-36.488.257.296.912.500;914 390 000;914 379 639;esd.madrid@educa.madrid.org;/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
6424;Escuela Técnica Superior de Arquitectura;;;;Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9ac578b9671c010VgnVCM1000000b205a0aRCRD;JUAN DE HERRERA;AVENIDA;V;4;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437990;4476806;4.043.959.650.623.060;-3.731.162.126.785.860;913 366 501 / 913 366 507;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6381;Escuela Técnica Superior de Edificación;;;;Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f05d578b9671c010VgnVCM1000000b205a0aRCRD;JUAN DE HERRERA;AVENIDA;V;6;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437941;4476747;40.439.061.141.330.200;-37.317.253.526.397.600;910 675 234;;comunicacion.edificacion@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6418;Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio;;;;Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7cbc578b9671c010VgnVCM1000000b205a0aRCRD;CARDENAL CISNEROS;PLAZA;V;3;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438543;4476956;4.044.098.319.331.980;-37.246.487.290.907.200;910 675 534 / 910 675 572;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6419;Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas;;;;Metro: Ciudad Universitaria (línea 6).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fcc578b9671c010VgnVCM1000000b205a0aRCRD;PUERTA DE HIERRO;AVENIDA;V;2;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438252;4476949;40.440.899.945.359.300;-3.728.076.234.171.520;910 670 742 (Agrónomos) / 910 670 743 (Agrícolas);;comunicacion.etsiaab@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6422;Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural;;;;Metro: Vicente Aleixandre o Ciudad Universitaria(línea 6).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b60d578b9671c010VgnVCM1000000b205a0aRCRD;JOSE ANTONIO NOVAIS;CALLE;V;10;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438562;4477788;40.448.485.414.321.800;-3.724.507.841.206.360;Montes: 910 671 510 / Forestales: 910 671 509;;comunicacion.montes@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6379;Escuela Técnica Superior de Ingeniería de Sistemas Informáticos;;;;Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas ( líneas C-7a, C-2 o C-1);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=836d578b9671c010VgnVCM1000000b205a0aRCRD;ALAN TURING;CALLE;V;1;;;;;MADRID;MADRID;28030;4;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;446788;4471274;4.039.037.030.758.320;-3.626.968.215.943.050;910 673 534 / 910 673 524;;negociado.alumnos.etsisi@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6387;Escuela Técnica Superior de Ingeniería y Diseño Industrial;;;;Metro: Embajadores (líneas 3 y 5), Atocha (línea 1)  Cercanías Renfe: Embajadores  (línea C5), Atocha (líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2dd578b9671c010VgnVCM1000000b205a0aRCRD;VALENCIA;RONDA;V;3;;;;;MADRID;MADRID;28012;6;PALOS DE LA FRONTERA;2;ARGANZUELA;440552;4472992;40.405.420.030.666.500;-37.005.940.001.153.300;910 677 400;;secretaria.etsidi@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6417;Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación;;;;Metro: Sierra de Guadalupe (línea 1)  Cercanías Renfe: Atocha-Alcalá de Henares (líneas C2 y C7);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db2d578b9671c010VgnVCM1000000b205a0aRCRD;NIKOLA TESLA;CALLE;V;;;;;;MADRID;MADRID;;;;;DISTRITO;446601;4471101;4.038.879.475.945.980;-3.629.147.669.595.360;910 673 200;;info@etsist.upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
11999975;Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos. Edificio Retiro;;;;Metro:  Atocha Renfe (línea 1)  Cercanías Renfe: Estación Atocha;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78f8bf4f5a1c7810VgnVCM2000001f4a900aRCRD;ALFONSO XII;CALLE;V;3;;;;;MADRID;MADRID;28014;5;LOS JERONIMOS;3;RETIRO;441589;4473433;404.094.661.942.901;-3.688.412.783.499.900;91 06 74534;;alumnos.caminos@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6421;Escuela Técnica Superior de Ingenieros de Minas y Energía.;Integra una Biblioteca con mobiliario histórico que cuenta con más de 7.000 ejemplares de que van de los siglos XVI al XVIII y un gran volumen de obras del siglo XIX, además de publicaciones periódicas y mapas cartográficos.;;;Metro: Ríos Rosas (línea 1);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24fc578b9671c010VgnVCM1000000b205a0aRCRD;RIOS ROSAS;CALLE;V;21;;;;;MADRID;MADRID;28003;5;RIOS ROSAS;7;CHAMBERI;440603;4477062;4.044.209.227.424.250;-37.003.734.646.151.500;910 676 602 / 910 676 301;;gabinete.comunicacion.minasyenergia@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6375;Escuela Técnica Superior de Ingenieros de Telecomunicación;;;;Metro: Ciudad Universitaria (línea 6);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdad578b9671c010VgnVCM1000000b205a0aRCRD;COMPLUTENSE;AVENIDA;V;30;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438376;4478293;40.453.018.384.890.900;-3.726.745.005.476.220;910 671 900;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6380;Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía;;;;Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas (líneas C1, C2, C7a).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75ed578b9671c010VgnVCM1000000b205a0aRCRD;ARBOLEDA;CALLE;V;1;;;;;MADRID;MADRID;28031;4;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;446845;4470681;403.850.312.955.634;-36.262.428.071.808.600;913 367 916;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6427;Escuela Técnica Superior de Ingenieros Industriales;Integra la Biblioteca  María Moliner , fundada en 1850 para el Real Instituto Industrial. Cuenta con más de 35.000 ejemplares, entre los que se encuentra un valiosísimo fondo histórico en el campo de la ciencia y de la técnica, constituido en su mayor parte por obras del siglo XIX.;;;Metro: Gregorio Marañón (líneas 7, 10).  Cercanías Renfe: Nuevos Ministerios (líneas C-1, C-3, C-4, C-7, C-8, C-10);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e3d578b9671c010VgnVCM1000000b205a0aRCRD;JOSE GUTIERREZ ABASCAL;CALLE;V;2;;;;;MADRID;MADRID;28006;1;EL VISO;5;CHAMARTIN;441463;4476870;4.044.042.600.324.050;-3.690.212.174.964.130;910 676 700;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6423;Escuela Técnica Superior de Ingenieros Navales;;;;Metro: Moncloa (línea 3), Ciudad Universitaria (línea 6).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=491d578b9671c010VgnVCM1000000b205a0aRCRD;Arco de la Victoria;AVENIDA;V;4;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438559;4476714;404.388.050.819.418;-3.724.433.976.834.530;913 367 140;;informacionyservicios.navales@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6403;Escuela Universitaria de Enfermería de la Cruz Roja;;;;Metro: Guzmán el Bueno (líneas 6 y 7), Cuatro Caminos (líneas 1, 2 y 6).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cfec05ef571c010VgnVCM1000000b205a0aRCRD;REINA VICTORIA;AVENIDA;V;28;;;;;MADRID;MADRID;28003;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;439817;4477640;40.447.245.864.225.900;-37.096.954.577.510.500;915 343 649;;inforeue@cruzroja.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6373;Escuela Universitaria de Enfermería. Fundación Jiménez Díaz;;;;"Metro: Moncloa (líneas 3 y 6), Arg&amp;uuml;elles (lineas 3, 4 y 6).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27dec05ef571c010VgnVCM1000000b205a0aRCRD;LISBOA;CALLE;V;3;;;;;MADRID;MADRID;28008;2;ARGUELLES;9;MONCLOA-ARAVACA;438613;4475978;40.432.178.026.136.500;-37.237.339.935.316.400;915 504 863 / 915 504 864;;escuelaenfermeriafjd@quironsalud.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6369;Escuela Universitaria de Magisterio;;;;Metro: Eugenia de Montijo (línea 5), Carabanchel Alto (línea 11).  Cercanías Renfe: Aluche (C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=612fc05ef571c010VgnVCM1000000b205a0aRCRD;NUESTRA SEÑORA DE FATIMA;AVENIDA;V;102;;;;;MADRID;MADRID;28047;4;VISTA ALEGRE;11;CARABANCHEL;436429;4470018;40.378.328.008.655.000;-37.488.801.858.007.900;914 651 700;;info@escuni.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6446;Facultad de Ciencias de la Actividad Física y del Deporte (INEF);;;;Metro: Ciudad Universitaria (línea 6),Moncloa (líneas 3 y 6);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08fd578b9671c010VgnVCM1000000b205a0aRCRD;MARTIN FIERRO;CALLE;V;7;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437872;4476649;404.381.730.352.489;-37.325.360.017.630.100;910 677 850;;;/contenido/entidadesYorganismos/Universidades/Facultades
109174;Instituto de Estudios Bursátiles;;De lunes a viernes, de 9 a 14 horas y de 16 a 18:30 horas.  Sábados, de 8:30 a 14 horas.;;Cercanías Renfe: Aravaca (C7 y C10).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19e215a11a81c010VgnVCM1000000b205a0aRCRD;TALGO;AVENIDA;V;5;;;;;MADRID;MADRID;28023;7;ARAVACA;9;MONCLOA-ARAVACA;433957;4477653;40.446.914.051.263.000;-37.787.937.166.693.000;915 240 615;;info@ieb.es;/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
97192;Instituto de Salud Carlos III. Escuela Nacional de Medicina del Trabajo;;;;Consulta los siguientes enlaces;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=56e94f36ff81c010VgnVCM1000000b205a0aRCRD;SINESIO DELGADO;CALLE;V;8;;;;;MADRID;MADRID;28029;5;LA PAZ;8;FUENCARRAL-EL PARDO;441184;4480675;4.047.467.830.039.230;-3.693.859.963.015.040;918 224 039 / 918 224 026;;secretaria.enmt@isciii.es;/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
11954914;Residencia de Estudiantes Ciudad Escolar. Comunidad de Madrid.;;;Tipo mixta.;Cercanias Renfe: Ramón y Cajal (líneas C10, C8-A, C8-B);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e94b29b0795c6810VgnVCM1000001d4a900aRCRD;COLMENAR VIEJO;CARRETERA;V;;;;;Km. 12,800;MADRID;MADRID;;;;;DISTRITO;441896;4481341;4.052.514.591.809.950;-36.853.908.329.744.200;917 342 700;;residenciadeestudiantes@educa.madrid.org;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
11163416;Residencia de estudiantes Palacio de Barradas;;;Tipo mixta.;Metro: Noviciado (líneas 2, 3 y 10), San Bernardo (líneas 2 y 4).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac266736b3f41710VgnVCM1000001d4a900aRCRD;SAN BERNARDO;CALLE;V;63;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;440034;4475331;4.042.645.825.034.470;-3.706.923.606.244.760;915 228 996 / 915 232 800 / 617 342 910;;;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
55233;Residencia Universitaria Augustinus Nebrija;;;Tipo mixta.;Metro: Islas Filipinas (línea 7) y Moncloa (líneas 3 y 6).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0ae444a2951c010VgnVCM2000000c205a0aRCRD;CEA BERMUDEZ;CALLE;V;59;;;;;MADRID;MADRID;28003;1;GAZTAMBIDE;7;CHAMBERI;439315;4476722;4.043.894.007.585.970;-3.715.531.702.478.500;914 521 150;;residencias@nebrija.es;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
168328;Residencia Universitaria Erasmo;;;Tipo mixta.;Cercanías Renfe: Cantoblanco Universidad (líneas C4a y C4b).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=333629ea9281c010VgnVCM1000000b205a0aRCRD;ERASMO DE ROTTERDAM;CALLE;V;5;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;440813;4488820;40.548.027.795.931.400;-36.989.970.922.329.400;911 312 100;913 721 437;erasmo@resa.es;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
185968;Residencia Universitaria Gómez Pardo;;;Tipo mixta.;Metro: Ríos Rosas (línea 1), Cuatro Caminos (líneas 1, 2 y 6).;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c26af5e2775e010VgnVCM2000000c205a0aRCRD;CRISTOBAL BORDIU;CALLE;V;30;;;;;MADRID;MADRID;28003;5;RIOS ROSAS;7;CHAMBERI;440559;4477168;40.443.040.030.471;-37.009.070.820.260.800;914 417 921;914 429 529;residencia@fgomezpardo.es;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
7614004;Residencia Universitaria José Pérez de Vargas;;;Tipo mixta.;Metro: Vicálvaro (línea 9).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f15b16621fc08410VgnVCM1000000b205a0aRCRD;DAROCA;AVENIDA;V;321;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;448006;4473031;40.406.276.896.821.500;-36.127.600.502.928.500;917 753 042;;administracion@residenciavicalvarourjc.com;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
12727283;Residencia Universitaria Nebrija Arturo Soria;;;Tipo mixta.;Metro: Arturo soria (línea 4);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54143bc2f23b5910VgnVCM2000001f4a900aRCRD;ASURA;CALLE;V;90;;;;;MADRID;MADRID;28043;3;CANILLAS;16;HORTALEZA;444511;4478743;4.045.750.817.868.430;-36.544.422.302.629.100;914 521 150;;residencias@nebrija.es;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
6461002;Residencia Universitaria Nebrija Chamberí;;;Tipo mixta.;Metro: Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10).;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f67e1925e0c7310VgnVCM1000000b205a0aRCRD;NICASIO GALLEGO;CALLE;V;12;;;;;MADRID;MADRID;28010;3;TRAFALGAR;7;CHAMBERI;440717;4475655;4.042.942.134.889.180;-3.698.902.512.090.170;914 471 200 / 914 521 150;;residencias@nebrija.es;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
8154142;Residencia Universitaria Nebrija - Corazonistas;;;Tipo mixta.;"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6)";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=107861ffd35be410VgnVCM2000000c205a0aRCRD;TUTOR;CALLE;V;36;;;;;MADRID;MADRID;28008;2;ARGUELLES;9;MONCLOA-ARAVACA;439208;4475677;4.042.951.144.473.090;-37.166.919.067.720.400;915 478 800 / 914 521 150;;residencias@nebrija.es;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
11954900;Residencia Universitaria Tagaste;;;Tipo mixta.;Metro: Goya (líneas 2 y 4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=605929b0795c6810VgnVCM1000001d4a900aRCRD;"GENERAL PARDI&amp;Ntilde;AS";CALLE;V;34;;;;;MADRID;MADRID;28001;2;GOYA;4;SALAMANCA;442453;4475337;4.042.668.459.434.310;-36.784.079.436.749.700;647 904 401 / 914 354 180;;holamadrid@tagaste.com;/contenido/entidadesYorganismos/Universidades/ColegiosMayores
32179;Universidad Autónoma de Madrid. Escuela Politécnica Superior;;;;Cercanías Renfe: Cantoblanco Universidad (línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6f96545f951c010VgnVCM2000000c205a0aRCRD;FRANCISCO TOMAS Y VALIENTE;CALLE;V;11;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;441440;4488695;4.054.694.594.124.170;-36.915.841.963.667;914 977 438;;información.eps@uam.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6374;Universidad Autónoma de Madrid. Escuela Universitaria de Fisioterapia de la ONCE;;;;Cercanías Renfe: Mirasierra Paco de Lucía (C7 y C8).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af96c05ef571c010VgnVCM1000000b205a0aRCRD;NURIA;CALLE;V;42;;;;;MADRID;MADRID;28034;7;MIRASIERRA;8;FUENCARRAL-EL PARDO;439980;4482819;40.493.908.768.303.500;-3.708.268.358.490.920;915 894 500;915 894 498;euf@once.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6352;Universidad Autónoma de Madrid. Facultad de Ciencias;;;;Cercanías Renfe: Cantoblanco Universidad (línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c47c05ef571c010VgnVCM1000000b205a0aRCRD;FRANCISCO TOMAS Y VALIENTE;CALLE;V;7;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;441133;4488524;4.054.537.941.407.220;-36.951.833.197.962.500;914 974 331 / 914 973 005;;informacion.ciencias@uam.es;/contenido/entidadesYorganismos/Universidades/Facultades
6353;Universidad Autónoma de Madrid. Facultad de Ciencias Económicas y Empresariales;;;;Cercanías Renfe: Cantoblanco Universidad (línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a937c05ef571c010VgnVCM1000000b205a0aRCRD;FRANCISCO TOMAS Y VALIENTE;CALLE;V;5;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;441012;4488468;4.054.487.238.078.950;-36.966.067.777.305.700;914 974 683 / 914 976 951;;;/contenido/entidadesYorganismos/Universidades/Facultades
6354;Universidad Autónoma de Madrid. Facultad de Derecho;;;;;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce57c05ef571c010VgnVCM1000000b205a0aRCRD;KELSEN;CALLE;V;1;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;441475;4488100;40.541.584.341.026.000;-36.911.146.791.930.500;914 978 118 / 914 972 503;;informacion.derecho@uam.es;/contenido/entidadesYorganismos/Universidades/Facultades
6355;Universidad Autónoma de Madrid. Facultad de Filosofía y Letras;;;;Cercanías Renfe: Cantoblanco Universidad (línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5177c05ef571c010VgnVCM1000000b205a0aRCRD;FRANCISCO TOMAS Y VALIENTE;CALLE;V;1;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;440863;4488409;40.544.325.916.954.300;-3.698.365.543.129.190;914 974 354;;informacion.filosofia@uam.es;/contenido/entidadesYorganismos/Universidades/Facultades
6360;Universidad Autónoma de Madrid. Facultad de Formación de Profesorado y Educación;;;;Cercanías Renfe: Cantoblanco Universidad (línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e387c05ef571c010VgnVCM1000000b205a0aRCRD;FRANCISCO TOMAS Y VALIENTE;CALLE;V;3;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;440913;4488429;4.054.451.020.545.550;-3.697.774.510.862.530;914 974 682 / 914 977 567;;conserjeria.fprofesorado@uam.es;/contenido/entidadesYorganismos/Universidades/Facultades
6357;Universidad Autónoma de Madrid. Facultad de Medicina;;;;Metro: Begoña (línea 10).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7697c05ef571c010VgnVCM1000000b205a0aRCRD;ARZOBISPO MORCILLO;CALLE;V;4;;;;;MADRID;MADRID;28029;5;LA PAZ;8;FUENCARRAL-EL PARDO;441439;4481362;404.808.908.842.711;-36.909.106.726.884.600;914 975 486;;informacion.medicina@uam.es;/contenido/entidadesYorganismos/Universidades/Facultades
